epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
61/299,10.7G,0.04646,0.007961,0,0.05442,46,640,0.7831,0.4845,0.6288,0.326,0.06257,0.04102,0
62/299,10.7G,0.05013,0.007767,0,0.0579,44,640,0.6204,0.6615,0.7025,0.3601,0.06279,0.03868,0
63/299,10.7G,0.05243,0.007722,0,0.06015,44,640,0.518,0.7592,0.6995,0.3741,0.06191,0.03721,0
64/299,10.7G,0.05404,0.007953,0,0.06199,51,640,0.6646,0.6412,0.6783,0.3436,0.06011,0.03869,0
65/299,10.7G,0.04863,0.007844,0,0.05647,35,640,0.516,0.6857,0.6463,0.3137,0.06166,0.04018,0
66/299,10.7G,0.05107,0.00809,0,0.05916,36,640,0.5236,0.7111,0.6675,0.2972,0.06261,0.04,0
67/299,10.7G,0.04562,0.007717,0,0.05333,40,640,0.71,0.5319,0.7,0.3366,0.06017,0.0405,0
68/299,10.7G,0.04782,0.007927,0,0.05574,54,640,0.8439,0.4601,0.5958,0.3176,0.06151,0.04259,0
69/299,10.7G,0.04964,0.007523,0,0.05716,39,640,0.7264,0.4855,0.605,0.3007,0.06221,0.04223,0
70/299,10.7G,0.04799,0.007938,0,0.05593,33,640,0.8141,0.4109,0.5526,0.2669,0.07754,0.04368,0
71/299,10.7G,0.0555,0.008046,0,0.06355,51,640,0.6283,0.4004,0.4937,0.2181,0.08481,0.04001,0
72/299,10.7G,0.04734,0.008616,0,0.05596,38,640,0.06947,0.4294,0.04167,0.009068,0.1085,0.05088,0
73/299,10.7G,0.04287,0.008471,0,0.05134,61,640,0.4799,0.3897,0.339,0.1102,0.09772,0.03829,0
74/299,10.7G,0.03738,0.008082,0,0.04546,51,640,0.6446,0.4473,0.5542,0.2373,0.08955,0.03483,0
75/299,10.7G,0.03557,0.007555,0,0.04312,27,640,0.7141,0.4981,0.6262,0.3026,0.08417,0.03444,0
76/299,10.7G,0.04075,0.007457,0,0.04821,35,640,0.6593,0.6139,0.6687,0.3243,0.08187,0.03451,0
77/299,10.7G,0.02652,0.007628,0,0.03415,32,640,0.8333,0.5416,0.7039,0.3496,0.08155,0.0335,0
78/299,10.7G,0.03764,0.007783,0,0.04542,50,640,0.7144,0.5735,0.6628,0.327,0.08356,0.03313,0
79/299,10.7G,0.03809,0.007009,0,0.0451,30,640,0.5676,0.641,0.664,0.2682,0.0864,0.03348,0
80/299,10.7G,0.03695,0.007461,0,0.04441,47,640,0.5889,0.5696,0.6252,0.2638,0.08621,0.03367,0
81/299,10.7G,0.04375,0.007398,0,0.05115,52,640,0.4991,0.7515,0.6556,0.3268,0.08255,0.03335,0
82/299,10.7G,0.03453,0.007537,0,0.04207,53,640,0.605,0.7012,0.6877,0.3275,0.08267,0.03305,0
83/299,10.7G,0.04022,0.007288,0,0.04751,37,640,0.5874,0.7876,0.721,0.3721,0.08032,0.0333,0
84/299,10.7G,0.0405,0.00692,0,0.04742,43,640,0.6913,0.6393,0.7097,0.3618,0.08108,0.0324,0
85/299,10.7G,0.03419,0.006911,0,0.0411,46,640,0.7494,0.5494,0.6927,0.3457,0.08021,0.03475,0
86/299,10.7G,0.02937,0.007231,0,0.0366,42,640,0.8525,0.5126,0.6955,0.355,0.0805,0.03427,0
87/299,10.7G,0.04796,0.007182,0,0.05514,40,640,0.657,0.5783,0.6977,0.3586,0.08071,0.03378,0
88/299,10.7G,0.03697,0.006918,0,0.04389,36,640,0.737,0.6314,0.7282,0.3768,0.07988,0.03357,0
89/299,10.7G,0.04251,0.007214,0,0.04973,38,640,0.6143,0.7195,0.7159,0.3907,0.07946,0.03268,0
90/299,10.7G,0.04267,0.00702,0,0.04969,59,640,0.7279,0.56,0.7049,0.3742,0.07932,0.03476,0
91/299,10.7G,0.0332,0.00698,0,0.04018,45,640,0.7835,0.5424,0.7021,0.3583,0.08075,0.03471,0
92/299,10.7G,0.04797,0.007352,0,0.05532,46,640,0.8141,0.4874,0.6867,0.3637,0.08012,0.03487,0
93/299,10.7G,0.04191,0.006943,0,0.04886,42,640,0.8539,0.5202,0.7087,0.3672,0.08177,0.03319,0
94/299,10.7G,0.04828,0.006804,0,0.05508,40,640,0.7208,0.5522,0.6781,0.3648,0.08062,0.03516,0
95/299,10.7G,0.04226,0.006618,0,0.04888,25,640,0.6945,0.5764,0.7075,0.3593,0.08057,0.0345,0
96/299,10.7G,0.04198,0.007139,0,0.04911,54,640,0.6991,0.6831,0.7464,0.3585,0.08089,0.03486,0
97/299,10.7G,0.04549,0.006919,0,0.05241,41,640,0.7598,0.6402,0.7535,0.3829,0.07915,0.03447,0
98/299,10.7G,0.04489,0.007235,0,0.05212,58,640,0.696,0.6634,0.7442,0.3512,0.08024,0.0344,0
99/299,10.7G,0.03551,0.006754,0,0.04226,56,640,0.6403,0.7253,0.7447,0.3444,0.07983,0.03588,0
100/299,10.7G,0.04094,0.00656,0,0.0475,38,640,0.6551,0.7309,0.7287,0.3234,0.08202,0.03486,0
101/299,10.7G,0.04107,0.006877,0,0.04794,46,640,0.7507,0.6354,0.7417,0.3519,0.08016,0.03381,0
102/299,10.7G,0.04326,0.006752,0,0.05001,44,640,0.7178,0.6238,0.7218,0.3709,0.07985,0.03471,0
103/299,10.7G,0.04003,0.007481,0,0.04751,70,640,0.7536,0.5945,0.7166,0.3799,0.07991,0.03463,0
104/299,10.7G,0.02945,0.006765,0,0.03621,41,640,0.7375,0.6005,0.7216,0.3732,0.07881,0.03578,0
105/299,10.7G,0.03135,0.006813,0,0.03817,32,640,0.5638,0.6364,0.6257,0.2857,0.08356,0.03421,0
106/299,10.7G,0.03511,0.00697,0,0.04208,34,640,0.6441,0.6267,0.6908,0.3444,0.07968,0.03588,0
107/299,10.7G,0.02686,0.007036,0,0.03389,38,640,0.4677,0.5368,0.5577,0.2967,0.08213,0.04016,0
108/299,10.7G,0.03836,0.007033,0,0.04539,44,640,0.6234,0.4942,0.5815,0.3115,0.08166,0.03899,0
109/299,10.7G,0.02629,0.007064,0,0.03336,45,640,0.6505,0.5093,0.5973,0.303,0.08186,0.03873,0
110/299,10.7G,0.04158,0.006964,0,0.04854,38,640,0.8582,0.4691,0.6814,0.3402,0.07999,0.03577,0
111/299,10.7G,0.03202,0.006879,0,0.0389,60,640,0.6261,0.638,0.7215,0.3535,0.08004,0.03519,0
112/299,10.7G,0.05234,0.006694,0,0.05903,35,640,0.5652,0.6538,0.6794,0.3413,0.08016,0.03622,0
113/299,10.7G,0.04339,0.007063,0,0.05045,53,640,0.7461,0.5068,0.6701,0.3457,0.08104,0.03525,0
114/299,10.7G,0.04079,0.006935,0,0.04772,42,640,0.6278,0.5841,0.6416,0.3169,0.0825,0.03604,0
115/299,10.7G,0.03521,0.007064,0,0.04228,42,640,0.667,0.5271,0.5867,0.3008,0.08246,0.03727,0
116/299,10.7G,0.02905,0.006694,0,0.03574,45,640,0.5944,0.5503,0.5931,0.3096,0.08226,0.03917,0
117/299,10.7G,0.03027,0.00706,0,0.03733,56,640,0.7287,0.5677,0.6702,0.3338,0.08112,0.03978,0
118/299,10.7G,0.04078,0.007501,0,0.04828,30,640,0.7116,0.5687,0.6651,0.3502,0.08217,0.03725,0
119/299,10.7G,0.0418,0.007153,0,0.04895,46,640,0.6758,0.5609,0.6729,0.3578,0.08185,0.036,0
120/299,10.7G,0.04259,0.007087,0,0.04968,51,640,0.5953,0.6673,0.7025,0.368,0.0804,0.03612,0
121/299,10.7G,0.03913,0.006832,0,0.04597,44,640,0.7542,0.5822,0.7293,0.3643,0.08088,0.03353,0
122/299,10.7G,0.03535,0.006781,0,0.04213,32,640,0.606,0.7679,0.7733,0.3882,0.07965,0.03368,0
123/299,10.7G,0.03574,0.006775,0,0.04251,39,640,0.669,0.707,0.7616,0.3748,0.08018,0.03464,0
124/299,10.7G,0.03613,0.006974,0,0.0431,51,640,0.7853,0.6054,0.7259,0.3574,0.07984,0.03763,0
125/299,10.7G,0.04009,0.006656,0,0.04674,40,640,0.684,0.5725,0.6828,0.3553,0.08089,0.03644,0
126/299,10.7G,0.03698,0.006897,0,0.04387,46,640,0.5943,0.6289,0.6653,0.3388,0.08101,0.03469,0
127/299,10.7G,0.04354,0.006755,0,0.0503,35,640,0.6996,0.5405,0.6814,0.3401,0.08107,0.03485,0
128/299,10.7G,0.0348,0.006992,0,0.04179,48,640,0.6786,0.5861,0.6921,0.3544,0.08049,0.03729,0
129/299,10.7G,0.03903,0.006863,0,0.04589,43,640,0.6311,0.5957,0.6717,0.3586,0.07984,0.0384,0
130/299,10.7G,0.04038,0.006752,0,0.04713,50,640,0.6276,0.6421,0.6645,0.3612,0.07992,0.03757,0
131/299,10.7G,0.02643,0.006887,0,0.03331,64,640,0.599,0.702,0.685,0.3556,0.07932,0.03751,0
132/299,10.7G,0.04329,0.006913,0,0.0502,43,640,0.6107,0.6838,0.6889,0.3454,0.08032,0.03796,0
133/299,10.7G,0.0403,0.006666,0,0.04697,49,640,0.6604,0.6132,0.6849,0.3379,0.08058,0.03741,0
134/299,10.7G,0.03233,0.006555,0,0.03889,33,640,0.6431,0.6063,0.6897,0.3512,0.08141,0.03663,0
135/299,10.7G,0.04463,0.006646,0,0.05127,32,640,0.6832,0.6344,0.6991,0.3725,0.08085,0.03754,0
136/299,10.7G,0.03917,0.006217,0,0.04539,47,640,0.7593,0.5793,0.726,0.3842,0.0795,0.03785,0
137/299,10.7G,0.04142,0.006521,0,0.04794,47,640,0.6865,0.7118,0.7592,0.3872,0.07967,0.03623,0
138/299,10.7G,0.03969,0.006208,0,0.0459,40,640,0.6218,0.7128,0.7333,0.402,0.07912,0.03822,0
139/299,10.7G,0.02741,0.006879,0,0.03429,63,640,0.7023,0.6227,0.7205,0.3756,0.07974,0.03804,0
140/299,10.7G,0.04351,0.006571,0,0.05008,62,640,0.7226,0.6064,0.7093,0.3753,0.07929,0.03776,0
141/299,10.7G,0.04293,0.006847,0,0.04977,41,640,0.7184,0.6025,0.7071,0.3811,0.07896,0.03796,0
142/299,10.7G,0.04503,0.006489,0,0.05152,30,640,0.6065,0.676,0.6938,0.3519,0.07933,0.03981,0
143/299,10.7G,0.05051,0.007023,0,0.05754,48,640,0.7341,0.4164,0.5751,0.2981,0.0825,0.04203,0
144/299,10.7G,0.0343,0.007353,0,0.04165,60,640,0.6504,0.4304,0.5231,0.2918,0.08168,0.04254,0
145/299,10.7G,0.04307,0.00667,0,0.04974,35,640,0.5655,0.411,0.5114,0.2833,0.08212,0.04552,0
146/299,10.7G,0.0386,0.006916,0,0.04552,33,640,0.6083,0.5039,0.5614,0.2806,0.08261,0.04193,0
147/299,10.7G,0.03486,0.006448,0,0.04131,30,640,0.5197,0.5532,0.5989,0.3114,0.08089,0.04067,0
148/299,10.7G,0.048,0.006586,0,0.05458,39,640,0.6267,0.5754,0.6642,0.3416,0.07914,0.03844,0
149/299,10.7G,0.03808,0.006625,0,0.04471,52,640,0.5864,0.6417,0.687,0.3558,0.07904,0.03736,0
150/299,10.7G,0.03703,0.006485,0,0.04352,51,640,0.6165,0.6405,0.6932,0.3539,0.07876,0.03787,0
151/299,10.7G,0.03414,0.006249,0,0.04039,44,640,0.5712,0.6876,0.6976,0.3505,0.0787,0.03807,0
152/299,10.7G,0.03737,0.006521,0,0.04389,30,640,0.5671,0.7021,0.699,0.3619,0.0785,0.03948,0
153/299,10.7G,0.02942,0.006363,0,0.03579,36,640,0.5565,0.756,0.7177,0.3669,0.07826,0.03942,0
154/299,10.7G,0.04583,0.006298,0,0.05213,50,640,0.5485,0.7331,0.6924,0.3636,0.07788,0.03963,0
155/299,10.7G,0.04851,0.006446,0,0.05495,41,640,0.5542,0.6151,0.6426,0.3375,0.07918,0.04112,0
156/299,10.7G,0.03358,0.006346,0,0.03992,45,640,0.4936,0.646,0.6198,0.3207,0.07966,0.04103,0
157/299,10.7G,0.03588,0.006058,0,0.04194,49,640,0.6138,0.6006,0.6578,0.3536,0.07915,0.03975,0
158/299,10.7G,0.04065,0.006511,0,0.04716,35,640,0.6127,0.6402,0.6913,0.3572,0.07905,0.03877,0
159/299,10.7G,0.05057,0.006421,0,0.05699,57,640,0.7335,0.5616,0.6991,0.3535,0.07954,0.03875,0
160/299,10.7G,0.03622,0.006136,0,0.04236,49,640,0.7389,0.5803,0.7108,0.3668,0.07822,0.03729,0
161/299,10.7G,0.03907,0.005899,0,0.04497,29,640,0.5749,0.7783,0.7197,0.354,0.07785,0.03776,0
162/299,10.7G,0.03507,0.005984,0,0.04105,35,640,0.5666,0.7389,0.6924,0.357,0.07839,0.03934,0
163/299,10.7G,0.04614,0.005989,0,0.05213,37,640,0.571,0.7321,0.6857,0.3513,0.07861,0.03984,0
164/299,10.7G,0.03948,0.006436,0,0.04592,51,640,0.6156,0.7302,0.7306,0.3823,0.07802,0.03931,0
165/299,10.7G,0.03946,0.005816,0,0.04528,49,640,0.6587,0.7118,0.7365,0.3763,0.07822,0.03906,0
166/299,10.7G,0.03504,0.006342,0,0.04138,45,640,0.7122,0.7037,0.7541,0.3956,0.07804,0.03875,0
167/299,10.7G,0.04116,0.006277,0,0.04744,54,640,0.6428,0.7154,0.7301,0.3743,0.07813,0.03969,0
168/299,10.7G,0.03894,0.006074,0,0.04501,45,640,0.5723,0.766,0.7081,0.3553,0.07837,0.04146,0
169/299,10.7G,0.03953,0.006023,0,0.04555,39,640,0.6238,0.7264,0.7139,0.3669,0.07797,0.04,0
170/299,10.7G,0.03514,0.006212,0,0.04135,43,640,0.619,0.7002,0.6904,0.3636,0.07844,0.03913,0
171/299,10.7G,0.04248,0.006027,0,0.04851,38,640,0.6804,0.6734,0.7278,0.3767,0.07799,0.03814,0
172/299,10.7G,0.03807,0.00622,0,0.04429,50,640,0.6883,0.646,0.704,0.3641,0.07904,0.03846,0
173/299,10.7G,0.03533,0.006559,0,0.04189,58,640,0.6478,0.6625,0.7027,0.3688,0.07896,0.03853,0
174/299,10.7G,0.03906,0.006166,0,0.04523,53,640,0.6181,0.764,0.7304,0.3858,0.07794,0.03831,0
175/299,10.7G,0.03739,0.006347,0,0.04374,53,640,0.6843,0.7485,0.749,0.3955,0.07806,0.0387,0
176/299,10.7G,0.0457,0.006419,0,0.05212,46,640,0.6747,0.7331,0.7514,0.3946,0.07843,0.03886,0
177/299,10.7G,0.04777,0.0069,0,0.05467,59,640,0.6149,0.587,0.6381,0.2908,0.08171,0.04084,0
178/299,10.7G,0.05317,0.008508,0,0.06168,36,640,0.1473,0.1412,0.03856,0.005864,0.1214,0.06512,0
179/299,10.7G,0.04394,0.008011,0,0.05195,45,640,0.1105,0.1973,0.058,0.0121,0.1149,0.05124,0
180/299,10.7G,0.04425,0.008074,0,0.05233,62,640,0.05035,0.09768,0.02561,0.004432,0.1135,0.06578,0
181/299,10.7G,0.02592,0.007471,0,0.03339,39,640,0.06452,0.2282,0.03275,0.01078,0.104,0.1129,0
182/299,10.7G,0.04101,0.008094,0,0.0491,51,640,0.03693,0.1538,0.006311,0.001303,0.1475,1.296,0
183/299,10.7G,0.03853,0.007978,0,0.04651,61,640,0.08582,0.08414,0.01049,0.002579,0.1412,0.07265,0
184/299,10.7G,0.04066,0.007841,0,0.04851,43,640,0.166,0.0009671,0.000834,8.399e-05,0.1477,0.0347,0
185/299,10.7G,0.05334,0.009579,0,0.06292,42,640,0.0131,0.02998,0.001047,0.0002121,0.1383,0.03853,0
186/299,10.7G,0.05346,0.009668,0,0.06313,34,640,0.0004052,0.008704,6.035e-06,1.064e-06,0.1355,0.04683,0
187/299,10.7G,0.04464,0.008929,0,0.05357,45,640,0.2328,0.1596,0.09374,0.03812,0.123,0.05407,0
188/299,10.7G,0.03022,0.008463,0,0.03868,37,640,0.5876,0.6199,0.6485,0.2983,0.08403,0.03559,0
189/299,10.7G,0.0419,0.008079,0,0.04998,35,640,0.5998,0.5097,0.5705,0.2654,0.08301,0.04225,0
190/299,10.7G,0.04181,0.008987,0,0.0508,49,640,0.3965,0.4536,0.4141,0.1856,0.08882,0.04995,0
191/299,10.7G,0.0466,0.009277,0,0.05588,43,640,0.001576,0.001934,9.571e-06,2.553e-06,nan,nan,0
192/299,10.7G,0.04381,0.009458,0,0.05326,53,640,0.04444,0.04836,0.008354,0.002091,0.1435,nan,0
193/299,10.7G,0.0578,0.009213,0,0.06702,36,640,0.7404,0.4913,0.6196,0.29,0.06948,0.04073,0
194/299,10.7G,0.04234,0.008207,0,0.05055,35,640,0.4104,0.4845,0.4136,0.1576,0.09471,0.04083,0
195/299,10.7G,0.04385,0.008069,0,0.05191,47,640,0.3942,0.4159,0.4001,0.1341,0.1005,0.04561,0
196/299,10.7G,0.04222,0.008069,0,0.05029,48,640,0.5759,0.4613,0.4891,0.2503,0.08472,0.04366,0
197/299,10.7G,0.04165,0.007808,0,0.04946,50,640,0.6471,0.4226,0.4808,0.2649,0.09443,0.06987,0
198/299,10.7G,0.04583,0.007235,0,0.05307,35,640,0.7013,0.412,0.5021,0.277,0.09289,0.05538,0
199/299,10.7G,0.03874,0.007623,0,0.04636,49,640,0.6773,0.3917,0.5025,0.268,0.08957,0.04337,0
200/299,10.7G,0.04365,0.007205,0,0.05086,35,640,0.6611,0.4867,0.5985,0.3088,0.08158,0.03737,0
201/299,10.7G,0.03132,0.007102,0,0.03842,25,640,0.5638,0.6335,0.6527,0.3274,0.07873,0.03653,0
202/299,10.7G,0.03677,0.007494,0,0.04426,41,640,0.524,0.6402,0.6256,0.3183,0.08024,0.03746,0
203/299,10.7G,0.03976,0.007228,0,0.04699,44,640,0.505,0.5781,0.5693,0.3135,0.08187,0.03846,0
204/299,10.7G,0.03142,0.00736,0,0.03878,50,640,0.6411,0.47,0.5517,0.3097,0.08062,0.03898,0
205/299,10.7G,0.04177,0.007265,0,0.04904,61,640,0.5584,0.5029,0.5623,0.2914,0.08231,0.03935,0
206/299,10.7G,0.02502,0.007235,0,0.03226,42,640,0.7198,0.4429,0.6023,0.2995,0.0827,0.03905,0
207/299,10.7G,0.04293,0.006723,0,0.04965,32,640,0.7208,0.4981,0.6468,0.3199,0.08157,0.03873,0
208/299,10.7G,0.03876,0.006489,0,0.04525,36,640,0.73,0.5106,0.6671,0.3412,0.08038,0.03785,0
209/299,10.7G,0.03276,0.006601,0,0.03936,43,640,0.783,0.4816,0.6582,0.3411,0.0805,0.03942,0
210/299,10.7G,0.0237,0.007255,0,0.03096,49,640,0.6512,0.5455,0.6486,0.3276,0.08107,0.0384,0
211/299,10.7G,0.0257,0.006957,0,0.03265,42,640,0.5814,0.5948,0.6297,0.3096,0.08207,0.03902,0
212/299,10.7G,0.03463,0.006857,0,0.04149,31,640,0.6251,0.5068,0.6191,0.3139,0.08112,0.03942,0
213/299,10.7G,0.02526,0.007123,0,0.03239,39,640,0.6465,0.5571,0.6352,0.3188,0.08072,0.03844,0
214/299,10.7G,0.03142,0.006899,0,0.03832,31,640,0.6339,0.5551,0.6253,0.3216,0.07868,0.03869,0
215/299,10.7G,0.03841,0.00721,0,0.04562,58,640,0.5668,0.5638,0.6026,0.3103,0.07625,0.03953,0
216/299,10.7G,0.04025,0.006892,0,0.04715,49,640,0.5692,0.5416,0.5966,0.3066,0.07695,0.04006,0
217/299,10.7G,0.04259,0.007059,0,0.04965,52,640,0.6366,0.589,0.6309,0.3263,0.07839,0.0399,0
218/299,10.7G,0.03814,0.006684,0,0.04482,49,640,0.6558,0.5841,0.6557,0.3426,0.07973,0.04002,0
219/299,10.7G,0.03318,0.00673,0,0.03991,38,640,0.686,0.5803,0.6852,0.3516,0.07927,0.03869,0
220/299,10.7G,0.04773,0.00702,0,0.05475,50,640,0.6574,0.619,0.6907,0.36,0.07285,0.0391,0
221/299,10.7G,0.03148,0.006938,0,0.03842,27,640,0.7892,0.4272,0.5477,0.2997,0.06678,0.04608,0
222/299,10.7G,0.03595,0.007132,0,0.04309,43,640,0.736,0.4091,0.5092,0.2729,0.06871,0.04563,0
223/299,10.7G,0.031,0.006947,0,0.03795,34,640,0.7625,0.4478,0.5806,0.3082,0.06686,0.04408,0
224/299,10.7G,0.04178,0.007089,0,0.04887,36,640,0.636,0.5222,0.6141,0.3248,0.06596,0.04282,0
