epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
225/299,10.7G,0.03638,0.006837,0,0.04321,50,640,0.6289,0.5774,0.647,0.3458,0.06556,0.04126,0
226/299,10.7G,0.04041,0.007122,0,0.04754,56,640,0.7428,0.5319,0.657,0.3499,0.06602,0.04009,0
227/299,10.7G,0.04062,0.006622,0,0.04724,42,640,0.707,0.5232,0.6665,0.3549,0.06739,0.03897,0
228/299,10.7G,0.03526,0.006759,0,0.04202,50,640,0.6471,0.5397,0.6546,0.3578,0.06959,0.03974,0
229/299,10.7G,0.03691,0.006648,0,0.04356,35,640,0.7032,0.5203,0.6613,0.3564,0.07069,0.03998,0
230/299,10.7G,0.03835,0.006742,0,0.04509,43,640,0.7688,0.5251,0.6784,0.3466,0.07201,0.03959,0
231/299,10.7G,0.03316,0.006708,0,0.03986,47,640,0.7724,0.5455,0.6891,0.3507,0.07208,0.03911,0
232/299,10.7G,0.03261,0.006364,0,0.03898,43,640,0.7262,0.5847,0.6981,0.3692,0.07108,0.03981,0
233/299,10.7G,0.03389,0.006299,0,0.04019,31,640,0.7656,0.5658,0.7044,0.3729,0.06964,0.04036,0
234/299,10.7G,0.03831,0.006393,0,0.04471,32,640,0.6553,0.6199,0.7083,0.3689,0.06973,0.04049,0
235/299,10.7G,0.0354,0.006203,0,0.04161,51,640,0.7803,0.5203,0.6992,0.3579,0.07018,0.04085,0
236/299,10.7G,0.04207,0.00628,0,0.04835,62,640,0.8134,0.5142,0.6947,0.3605,0.06982,0.04093,0
237/299,10.7G,0.03203,0.006532,0,0.03857,29,640,0.7725,0.528,0.6941,0.3495,0.06934,0.04067,0
238/299,10.7G,0.03158,0.006478,0,0.03806,41,640,0.7475,0.5319,0.7076,0.3525,0.07206,0.03991,0
239/299,10.7G,0.03568,0.006423,0,0.04211,65,640,0.76,0.5482,0.7076,0.3563,0.07409,0.04059,0
240/299,10.7G,0.03805,0.006837,0,0.04488,32,640,0.8005,0.5433,0.7225,0.3664,0.07319,0.04089,0
241/299,10.7G,0.02567,0.006183,0,0.03185,35,640,0.7242,0.5716,0.7143,0.3639,0.0737,0.04139,0
242/299,10.7G,0.0367,0.006624,0,0.04332,56,640,0.7835,0.5599,0.7041,0.3557,0.07494,0.04192,0
243/299,10.7G,0.04129,0.006596,0,0.04789,44,640,0.8358,0.5416,0.696,0.3496,0.0752,0.0426,0
244/299,10.7G,0.04157,0.006622,0,0.04819,32,640,0.8471,0.5203,0.6912,0.3482,0.07372,0.04294,0
245/299,10.7G,0.03419,0.006419,0,0.04061,35,640,0.7838,0.5445,0.6963,0.35,0.0724,0.04221,0
246/299,10.7G,0.03861,0.006435,0,0.04504,30,640,0.8069,0.53,0.7105,0.3549,0.0717,0.04195,0
247/299,10.7G,0.03576,0.006243,0,0.04201,41,640,0.6864,0.6141,0.7214,0.3536,0.07205,0.04204,0
248/299,10.7G,0.04361,0.006825,0,0.05043,52,640,0.7181,0.5791,0.7212,0.3543,0.07256,0.04189,0
249/299,10.7G,0.02896,0.006472,0,0.03544,35,640,0.8339,0.5251,0.722,0.3545,0.07285,0.0415,0
250/299,10.7G,0.03494,0.006252,0,0.04119,48,640,0.7843,0.552,0.7241,0.3633,0.07154,0.04246,0
251/299,10.7G,0.03636,0.006155,0,0.04251,38,640,0.6986,0.5948,0.7148,0.3629,0.07147,0.04304,0
252/299,10.7G,0.04139,0.006444,0,0.04783,58,640,0.724,0.5687,0.7048,0.3586,0.07224,0.04276,0
253/299,10.7G,0.04068,0.006477,0,0.04716,37,640,0.6542,0.6093,0.7018,0.3652,0.0727,0.04203,0
254/299,10.7G,0.03622,0.006284,0,0.0425,37,640,0.5951,0.6838,0.7004,0.3625,0.07339,0.04073,0
255/299,10.7G,0.03942,0.006606,0,0.04603,48,640,0.6324,0.5928,0.6833,0.3525,0.07353,0.04068,0
256/299,10.7G,0.03148,0.00628,0,0.03776,31,640,0.6205,0.6315,0.6916,0.3529,0.07255,0.04131,0
257/299,10.7G,0.03893,0.006299,0,0.04523,40,640,0.6039,0.6741,0.6958,0.3557,0.07232,0.04126,0
258/299,10.7G,0.03761,0.006422,0,0.04404,51,640,0.7695,0.5077,0.6866,0.3478,0.07165,0.04128,0
259/299,10.7G,0.03696,0.006617,0,0.04358,55,640,0.762,0.5029,0.6865,0.3483,0.07134,0.04113,0
260/299,10.7G,0.03283,0.006184,0,0.03902,39,640,0.7148,0.5348,0.6896,0.3421,0.07205,0.04136,0
261/299,10.7G,0.04124,0.00633,0,0.04757,44,640,0.6522,0.5938,0.6949,0.3453,0.07125,0.04138,0
262/299,10.7G,0.02968,0.006325,0,0.036,45,640,0.683,0.5521,0.6858,0.3449,0.07069,0.04208,0
263/299,10.7G,0.04147,0.006157,0,0.04762,27,640,0.7586,0.5077,0.6754,0.3407,0.06919,0.04341,0
264/299,10.7G,0.03793,0.006113,0,0.04404,40,640,0.7405,0.528,0.6703,0.3365,0.06876,0.04446,0
265/299,10.7G,0.04151,0.006249,0,0.04776,32,640,0.7685,0.5106,0.6588,0.3344,0.06835,0.04443,0
266/299,10.7G,0.04287,0.006517,0,0.04939,44,640,0.7443,0.5153,0.6693,0.3351,0.06851,0.04419,0
267/299,10.7G,0.03278,0.00632,0,0.0391,41,640,0.7353,0.5203,0.6785,0.3421,0.06899,0.04379,0
268/299,10.7G,0.03707,0.006012,0,0.04308,44,640,0.7027,0.5782,0.701,0.3586,0.07146,0.04318,0
269/299,10.7G,0.03168,0.006286,0,0.03796,49,640,0.6903,0.5696,0.6935,0.3605,0.07406,0.0423,0
270/299,10.7G,0.0415,0.006107,0,0.04761,33,640,0.7399,0.5348,0.6798,0.3494,0.0757,0.04203,0
271/299,10.7G,0.04063,0.006074,0,0.0467,38,640,0.6505,0.5783,0.6675,0.3393,0.07672,0.04237,0
272/299,10.7G,0.03764,0.006288,0,0.04393,47,640,0.6432,0.5841,0.6682,0.3396,0.07736,0.04196,0
273/299,10.7G,0.03931,0.006244,0,0.04555,39,640,0.4989,0.7173,0.6601,0.3421,0.07728,0.04201,0
274/299,10.7G,0.03681,0.006105,0,0.04291,38,640,0.7793,0.4603,0.6511,0.3405,0.07735,0.04279,0
275/299,10.7G,0.03674,0.006249,0,0.04299,41,640,0.8298,0.4507,0.6542,0.3395,0.07701,0.04263,0
276/299,10.7G,0.03599,0.006319,0,0.04231,55,640,0.5568,0.6364,0.6643,0.3438,0.07686,0.04186,0
277/299,10.7G,0.03654,0.006556,0,0.0431,39,640,0.5545,0.6704,0.6777,0.3448,0.07667,0.04154,0
278/299,10.7G,0.03559,0.006193,0,0.04179,52,640,0.5839,0.646,0.6738,0.3432,0.07688,0.04188,0
279/299,10.7G,0.0319,0.006526,0,0.03843,57,640,0.5656,0.6557,0.6658,0.3404,0.07746,0.04234,0
280/299,10.7G,0.0375,0.006215,0,0.04372,43,640,0.5875,0.6681,0.6805,0.3498,0.07753,0.04189,0
281/299,10.7G,0.0369,0.005971,0,0.04287,42,640,0.7015,0.5735,0.6857,0.35,0.07782,0.04147,0
282/299,10.7G,0.04271,0.006507,0,0.04921,61,640,0.7324,0.5406,0.6739,0.3467,0.07758,0.04232,0
283/299,10.7G,0.03553,0.006437,0,0.04197,39,640,0.6868,0.5455,0.6672,0.3419,0.07723,0.04211,0
284/299,10.7G,0.03734,0.006147,0,0.04348,40,640,0.6519,0.5696,0.6735,0.3415,0.0773,0.04182,0
285/299,10.7G,0.03342,0.006268,0,0.03969,43,640,0.5651,0.695,0.6837,0.3437,0.07744,0.04145,0
286/299,10.7G,0.03009,0.006007,0,0.03609,41,640,0.5864,0.6683,0.6858,0.3413,0.07752,0.04118,0
287/299,10.7G,0.03341,0.005907,0,0.03932,37,640,0.5742,0.6885,0.6949,0.3451,0.07785,0.04108,0
288/299,10.7G,0.03718,0.005911,0,0.04309,25,640,0.6156,0.6441,0.6992,0.3478,0.07814,0.04091,0
289/299,10.7G,0.0284,0.005872,0,0.03427,29,640,0.6158,0.6596,0.6994,0.3527,0.07848,0.04123,0
290/299,10.7G,0.02343,0.006337,0,0.02976,42,640,0.5663,0.7215,0.6919,0.3443,0.07908,0.04151,0
291/299,10.7G,0.03293,0.006247,0,0.03918,41,640,0.5898,0.7012,0.6928,0.3505,0.07901,0.04121,0
292/299,10.7G,0.02793,0.006065,0,0.03399,34,640,0.5889,0.7079,0.6917,0.3533,0.07848,0.04122,0
293/299,10.7G,0.03737,0.005936,0,0.04331,37,640,0.5649,0.7094,0.6923,0.3501,0.07787,0.04134,0
294/299,10.7G,0.03778,0.006333,0,0.04411,57,640,0.5852,0.6712,0.6961,0.3496,0.07753,0.0414,0
295/299,10.7G,0.03513,0.005869,0,0.041,39,640,0.5358,0.7256,0.6936,0.3462,0.07737,0.04097,0
296/299,10.7G,0.03927,0.006446,0,0.04571,43,640,0.5316,0.7222,0.6943,0.3434,0.07737,0.04122,0
297/299,10.7G,0.04035,0.005909,0,0.04626,43,640,0.5961,0.589,0.6807,0.3373,0.07732,0.04171,0
298/299,10.7G,0.03081,0.006153,0,0.03696,38,640,0.749,0.4836,0.6722,0.3334,0.077,0.04202,0
299/299,10.7G,0.03458,0.00624,0,0.04082,43,640,0.4925,0.7205,0.6624,0.337,0.07665,0.04205,0
