epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
222/299,10.9G,0.02753,0.007622,0,0.03515,195,640,0.9766,0.8843,0.9635,0.6482,0.05356,0.02,0
223/299,10.9G,0.02797,0.007748,0,0.03571,226,640,0.9052,0.9456,0.9617,0.6471,0.05338,0.01988,0
224/299,10.9G,0.02769,0.007903,0,0.0356,217,640,0.9346,0.9151,0.9594,0.6479,0.0532,0.01976,0
225/299,10.9G,0.02654,0.007314,0,0.03385,204,640,0.9193,0.941,0.9592,0.6457,0.05372,0.01981,0
226/299,10.9G,0.02646,0.007535,0,0.03399,173,640,0.9252,0.9338,0.9645,0.6474,0.05394,0.01992,0
227/299,10.9G,0.02704,0.008053,0,0.03509,207,640,0.936,0.9316,0.9719,0.6545,0.0536,0.02029,0
228/299,10.9G,0.02687,0.007466,0,0.03433,185,640,0.9316,0.9315,0.9663,0.6484,0.05374,0.02019,0
229/299,10.9G,0.02685,0.007469,0,0.03432,170,640,0.9116,0.948,0.9667,0.6532,0.05328,0.02036,0
230/299,10.9G,0.0263,0.007776,0,0.03408,138,640,0.9128,0.9387,0.961,0.6496,0.05322,0.02001,0
231/299,10.9G,0.02732,0.007423,0,0.03475,177,640,0.9202,0.9244,0.9555,0.6468,0.0532,0.02017,0
232/299,10.9G,0.02761,0.007353,0,0.03496,183,640,0.9225,0.9269,0.9614,0.6535,0.05339,0.0203,0
233/299,10.9G,0.02728,0.007585,0,0.03487,178,640,0.9145,0.9338,0.9599,0.6517,0.05401,0.02008,0
234/299,10.9G,0.02658,0.007652,0,0.03423,197,640,0.9163,0.9292,0.9552,0.6478,0.05426,0.01998,0
235/299,10.9G,0.02718,0.007572,0,0.03475,169,640,0.9301,0.9104,0.9602,0.6504,0.05387,0.02028,0
236/299,10.9G,0.02525,0.007402,0,0.03265,180,640,0.9173,0.9198,0.9578,0.6443,0.05344,0.02064,0
237/299,10.9G,0.0262,0.007816,0,0.03401,230,640,0.9286,0.9198,0.9603,0.6442,0.05365,0.02034,0
238/299,10.9G,0.02625,0.007112,0,0.03336,204,640,0.9374,0.9198,0.9648,0.6461,0.05384,0.02049,0
239/299,10.9G,0.02609,0.007398,0,0.03349,210,640,0.9444,0.9222,0.9678,0.6525,0.05329,0.02049,0
240/299,10.9G,0.02651,0.00732,0,0.03383,159,640,0.9483,0.9104,0.9631,0.6557,0.05258,0.0204,0
241/299,10.9G,0.02489,0.007216,0,0.0321,201,640,0.9438,0.9102,0.9623,0.6563,0.05293,0.02024,0
242/299,10.9G,0.02753,0.00743,0,0.03496,182,640,0.9223,0.9316,0.9644,0.6521,0.05247,0.02022,0
243/299,10.9G,0.02492,0.00704,0,0.03196,193,640,0.9504,0.9032,0.9628,0.6539,0.05282,0.02044,0
244/299,10.9G,0.02611,0.007491,0,0.0336,217,640,0.9742,0.8962,0.9678,0.6554,0.0535,0.02048,0
245/299,10.9G,0.02648,0.007471,0,0.03395,183,640,0.9599,0.9057,0.9654,0.6547,0.05358,0.02009,0
246/299,10.9G,0.02682,0.007517,0,0.03433,191,640,0.9226,0.9292,0.9571,0.6503,0.05406,0.0201,0
247/299,10.9G,0.02548,0.007218,0,0.03269,178,640,0.9548,0.8962,0.9593,0.6525,0.05445,0.02012,0
248/299,10.9G,0.02565,0.007292,0,0.03294,205,640,0.9549,0.9009,0.9599,0.6478,0.05454,0.02003,0
249/299,10.9G,0.02502,0.007614,0,0.03264,215,640,0.9206,0.9292,0.9554,0.6464,0.05407,0.02031,0
250/299,10.9G,0.02628,0.007522,0,0.0338,222,640,0.9461,0.9104,0.9582,0.6444,0.05329,0.02055,0
251/299,10.9G,0.02593,0.007452,0,0.03338,194,640,0.9484,0.9104,0.9602,0.6454,0.05318,0.0204,0
252/299,10.9G,0.02678,0.007321,0,0.0341,163,640,0.9667,0.8939,0.9588,0.6483,0.05343,0.02025,0
253/299,10.9G,0.02703,0.007487,0,0.03452,205,640,0.9526,0.908,0.9587,0.6539,0.05356,0.02049,0
254/299,10.9G,0.02515,0.007362,0,0.03251,194,640,0.962,0.8961,0.9608,0.6578,0.05345,0.02061,0
255/299,10.9G,0.02531,0.007422,0,0.03273,189,640,0.9641,0.8892,0.96,0.6515,0.05322,0.02086,0
256/299,10.9G,0.02554,0.00721,0,0.03275,213,640,0.9666,0.8866,0.9601,0.6513,0.05314,0.02072,0
257/299,10.9G,0.02625,0.007289,0,0.03354,193,640,0.9716,0.889,0.9663,0.6542,0.05341,0.02085,0
258/299,10.9G,0.02602,0.007671,0,0.03369,211,640,0.9767,0.8915,0.9667,0.6528,0.05395,0.02059,0
259/299,10.9G,0.02501,0.007217,0,0.03222,136,640,0.9717,0.8914,0.9652,0.6438,0.05407,0.02031,0
260/299,10.9G,0.02649,0.00734,0,0.03383,168,640,0.9351,0.9174,0.9605,0.6486,0.05419,0.02036,0
261/299,10.9G,0.02409,0.007063,0,0.03115,223,640,0.9373,0.9174,0.9566,0.6491,0.0537,0.02045,0
262/299,10.9G,0.02569,0.007455,0,0.03315,234,640,0.9487,0.9151,0.9638,0.6523,0.05308,0.0206,0
263/299,10.9G,0.0252,0.007634,0,0.03283,227,640,0.9646,0.908,0.9622,0.6489,0.05296,0.0207,0
264/299,10.9G,0.02579,0.007052,0,0.03285,193,640,0.9553,0.9078,0.9626,0.6488,0.05279,0.02092,0
265/299,10.9G,0.02625,0.007066,0,0.03332,204,640,0.9525,0.9009,0.9589,0.6474,0.05294,0.02091,0
266/299,10.9G,0.02513,0.007605,0,0.03273,206,640,0.9547,0.9009,0.9625,0.6481,0.05274,0.02095,0
267/299,10.9G,0.02588,0.007544,0,0.03342,157,640,0.9435,0.908,0.9636,0.6495,0.05244,0.02107,0
268/299,10.9G,0.02515,0.007443,0,0.03259,203,640,0.9172,0.941,0.9687,0.6502,0.05243,0.02099,0
269/299,10.9G,0.02556,0.00713,0,0.03269,212,640,0.9438,0.9103,0.9647,0.6493,0.05224,0.02088,0
270/299,10.9G,0.0258,0.007323,0,0.03313,157,640,0.9349,0.9151,0.96,0.6476,0.0526,0.02108,0
271/299,10.9G,0.02489,0.007474,0,0.03236,222,640,0.9265,0.9222,0.9539,0.6445,0.05306,0.02112,0
272/299,10.9G,0.02564,0.00736,0,0.033,233,640,0.9617,0.8915,0.9557,0.6488,0.05279,0.02105,0
273/299,10.9G,0.02431,0.007625,0,0.03194,222,640,0.9501,0.9009,0.9591,0.6536,0.05251,0.02088,0
274/299,10.9G,0.02427,0.007181,0,0.03146,176,640,0.9715,0.8844,0.9594,0.6492,0.05254,0.02084,0
275/299,10.9G,0.02579,0.00708,0,0.03287,160,640,0.9485,0.9127,0.965,0.6546,0.05218,0.02081,0
276/299,10.9G,0.02495,0.007193,0,0.03214,205,640,0.9356,0.9245,0.9593,0.6546,0.05227,0.02104,0
277/299,10.9G,0.02551,0.006983,0,0.03249,182,640,0.9254,0.9363,0.9636,0.6542,0.05284,0.0211,0
278/299,10.9G,0.02531,0.007208,0,0.03252,211,640,0.9379,0.9269,0.9649,0.6547,0.05318,0.02086,0
279/299,10.9G,0.02502,0.007546,0,0.03256,199,640,0.9575,0.9033,0.9649,0.65,0.05301,0.02074,0
280/299,10.9G,0.02535,0.007477,0,0.03282,175,640,0.9506,0.908,0.9643,0.6536,0.05288,0.02066,0
281/299,10.9G,0.02561,0.006789,0,0.0324,224,640,0.9391,0.9127,0.9646,0.649,0.05301,0.02075,0
282/299,10.9G,0.02518,0.007162,0,0.03235,174,640,0.919,0.9387,0.9637,0.647,0.05305,0.02083,0
283/299,10.9G,0.02476,0.007628,0,0.03239,233,640,0.9448,0.929,0.9662,0.654,0.053,0.02082,0
284/299,10.9G,0.02561,0.007272,0,0.03288,173,640,0.9488,0.9198,0.9667,0.6525,0.05279,0.02096,0
285/299,10.9G,0.02516,0.007274,0,0.03244,226,640,0.9578,0.9103,0.9603,0.6537,0.05308,0.02111,0
286/299,10.9G,0.02537,0.007301,0,0.03268,220,640,0.9622,0.9009,0.9572,0.6446,0.05363,0.02098,0
287/299,10.9G,0.02574,0.007698,0,0.03344,223,640,0.9598,0.9009,0.9579,0.6435,0.05293,0.02103,0
288/299,10.9G,0.02406,0.007188,0,0.03125,209,640,0.9575,0.9032,0.9572,0.6512,0.05275,0.02102,0
289/299,10.9G,0.02405,0.007459,0,0.03151,162,640,0.9422,0.922,0.9655,0.657,0.05243,0.02084,0
290/299,10.9G,0.02494,0.007253,0,0.03219,152,640,0.9693,0.8962,0.9644,0.6589,0.05264,0.02075,0
291/299,10.9G,0.02491,0.006667,0,0.03157,191,640,0.953,0.908,0.9645,0.6648,0.05295,0.02073,0
292/299,10.9G,0.02517,0.007105,0,0.03227,154,640,0.9092,0.9458,0.9648,0.659,0.05323,0.02066,0
293/299,10.9G,0.02551,0.007496,0,0.033,195,640,0.9594,0.8913,0.9546,0.6535,0.05346,0.02071,0
294/299,10.9G,0.02513,0.00743,0,0.03256,242,640,0.9543,0.8866,0.9516,0.6482,0.05367,0.02082,0
295/299,10.9G,0.02469,0.007202,0,0.03189,213,640,0.9546,0.8939,0.954,0.6478,0.05358,0.02086,0
296/299,10.9G,0.02603,0.006976,0,0.03301,179,640,0.9525,0.8986,0.9564,0.6491,0.05337,0.02085,0
297/299,10.9G,0.02382,0.006739,0,0.03056,160,640,0.9571,0.8939,0.9571,0.6543,0.05289,0.02086,0
298/299,10.9G,0.02464,0.0068,0,0.03144,171,640,0.9573,0.8983,0.9588,0.6559,0.05246,0.02103,0
299/299,10.9G,0.02472,0.007271,0,0.03199,183,640,0.9529,0.908,0.9576,0.65,0.05247,0.02099,0
