epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
70/299,17.5G,0.04678,0.01101,0,0.05779,197,640,0.8756,0.7972,0.8741,0.4878,0.07267,0.01801,0
71/299,17.5G,0.04289,0.01116,0,0.05406,185,640,0.9279,0.7589,0.8719,0.5033,0.07007,0.0184,0
72/299,17.5G,0.04372,0.01037,0,0.05409,180,640,0.9281,0.7613,0.8692,0.4946,0.06878,0.01892,0
73/299,17.5G,0.0446,0.0105,0,0.0551,201,640,0.9208,0.7995,0.8715,0.4827,0.06939,0.01929,0
74/299,17.5G,0.04177,0.01055,0,0.05232,213,640,0.8526,0.8183,0.8774,0.4876,0.06877,0.01834,0
75/299,17.5G,0.04218,0.01008,0,0.05226,171,640,0.8802,0.8184,0.883,0.4985,0.06806,0.0187,0
76/299,17.5G,0.04387,0.01038,0,0.05425,196,640,0.8495,0.7901,0.8649,0.489,0.07082,0.0179,0
77/299,17.5G,0.04435,0.01026,0,0.05461,170,640,0.8104,0.7689,0.8195,0.4328,0.07313,0.01801,0
78/299,17.5G,0.04333,0.009699,0,0.05303,187,640,0.8935,0.7925,0.8822,0.4712,0.07054,0.01813,0
79/299,17.5G,0.04154,0.009882,0,0.05142,212,640,0.8433,0.8396,0.8868,0.4988,0.06942,0.01825,0
80/299,17.5G,0.04121,0.01026,0,0.05147,204,640,0.9051,0.8324,0.8983,0.5176,0.07067,0.01812,0
81/299,17.5G,0.04235,0.009953,0,0.05231,200,640,0.8971,0.8042,0.8908,0.5117,0.06952,0.01831,0
82/299,17.5G,0.04334,0.01035,0,0.05369,208,640,0.8582,0.8349,0.8867,0.5154,0.06887,0.01841,0
83/299,17.5G,0.04223,0.009871,0,0.0521,238,640,0.8777,0.8325,0.8905,0.5309,0.0676,0.01868,0
84/299,17.5G,0.04036,0.01008,0,0.05045,185,640,0.8819,0.863,0.905,0.5219,0.06592,0.01875,0
85/299,17.5G,0.04041,0.009693,0,0.05011,157,640,0.8594,0.8797,0.9187,0.5479,0.06426,0.01863,0
86/299,17.5G,0.04203,0.009794,0,0.05183,183,640,0.8871,0.8538,0.9086,0.5319,0.06352,0.01912,0
87/299,17.5G,0.04145,0.01007,0,0.05152,224,640,0.9086,0.8443,0.9085,0.5368,0.06394,0.01954,0
88/299,17.5G,0.03942,0.009996,0,0.04941,166,640,0.8917,0.8561,0.9112,0.5454,0.06313,0.01869,0
89/299,17.5G,0.04071,0.01007,0,0.05078,228,640,0.8979,0.875,0.9237,0.5247,0.06433,0.01864,0
90/299,17.5G,0.03991,0.009725,0,0.04963,177,640,0.8975,0.8679,0.9241,0.5402,0.06559,0.01785,0
91/299,17.5G,0.03954,0.009517,0,0.04905,188,640,0.8755,0.8797,0.9228,0.5612,0.06568,0.01827,0
92/299,17.5G,0.03952,0.009765,0,0.04929,194,640,0.9105,0.8396,0.9161,0.5599,0.06529,0.01796,0
93/299,17.5G,0.03838,0.009949,0,0.04833,217,640,0.8995,0.8654,0.9219,0.5553,0.0661,0.01764,0
94/299,17.5G,0.03862,0.009646,0,0.04827,192,640,0.9307,0.8255,0.9035,0.5209,0.06786,0.01795,0
95/299,17.5G,0.03918,0.01003,0,0.04921,211,640,0.9351,0.783,0.9009,0.5484,0.06676,0.01787,0
96/299,17.5G,0.03744,0.009385,0,0.04683,173,640,0.921,0.8254,0.9119,0.5522,0.06653,0.01746,0
97/299,17.5G,0.03719,0.009262,0,0.04645,155,640,0.8744,0.8892,0.9091,0.5464,0.06598,0.01754,0
98/299,17.5G,0.03914,0.009879,0,0.04902,169,640,0.87,0.8677,0.9136,0.5573,0.06577,0.01743,0
99/299,17.5G,0.03936,0.009255,0,0.04861,206,640,0.9109,0.8208,0.9089,0.5408,0.06621,0.01809,0
100/299,17.5G,0.0371,0.009431,0,0.04653,222,640,0.9066,0.8701,0.9214,0.5542,0.06533,0.01758,0
101/299,17.5G,0.03781,0.009121,0,0.04694,195,640,0.9195,0.8656,0.9326,0.5758,0.0654,0.01743,0
102/299,17.5G,0.03679,0.009593,0,0.04639,164,640,0.8801,0.8844,0.9278,0.5757,0.06535,0.01756,0
103/299,17.5G,0.03785,0.009852,0,0.0477,210,640,0.9126,0.8867,0.9302,0.5812,0.06408,0.01768,0
104/299,17.5G,0.03592,0.009324,0,0.04524,158,640,0.9467,0.8371,0.9268,0.5776,0.06376,0.01801,0
105/299,17.5G,0.03656,0.009566,0,0.04612,235,640,0.9349,0.8467,0.9242,0.5805,0.06383,0.01807,0
106/299,17.5G,0.03634,0.009367,0,0.04571,173,640,0.9189,0.8816,0.9374,0.5845,0.06386,0.01759,0
107/299,17.5G,0.03664,0.008984,0,0.04562,176,640,0.9219,0.8631,0.9339,0.5761,0.06443,0.0178,0
108/299,17.5G,0.03721,0.009466,0,0.04668,204,640,0.9084,0.8939,0.9375,0.582,0.06408,0.01801,0
109/299,17.5G,0.03673,0.009242,0,0.04597,181,640,0.9154,0.8939,0.9287,0.5685,0.06419,0.01769,0
110/299,17.5G,0.03468,0.009457,0,0.04414,191,640,0.9191,0.8844,0.9256,0.5653,0.06422,0.0178,0
111/299,17.5G,0.036,0.009241,0,0.04524,219,640,0.9092,0.875,0.9294,0.5747,0.06397,0.01774,0
112/299,17.5G,0.03545,0.00932,0,0.04477,155,640,0.9068,0.8962,0.9305,0.5846,0.06315,0.01774,0
113/299,17.5G,0.03673,0.009175,0,0.04591,189,640,0.915,0.8891,0.9413,0.5867,0.06357,0.0176,0
114/299,17.5G,0.03554,0.009377,0,0.04491,189,640,0.9191,0.8868,0.9439,0.5912,0.06368,0.01823,0
115/299,17.5G,0.0359,0.008774,0,0.04468,197,640,0.9267,0.8962,0.9434,0.5867,0.06342,0.01757,0
116/299,17.5G,0.03443,0.009334,0,0.04376,186,640,0.9158,0.8983,0.9457,0.5924,0.06367,0.01746,0
117/299,17.5G,0.03631,0.00939,0,0.0457,224,640,0.92,0.8679,0.9388,0.5872,0.06341,0.01755,0
118/299,17.5G,0.03427,0.009003,0,0.04327,218,640,0.9152,0.8914,0.94,0.5945,0.06353,0.01772,0
119/299,17.5G,0.03486,0.009209,0,0.04406,155,640,0.9026,0.8739,0.9304,0.5721,0.06431,0.01776,0
120/299,17.5G,0.03592,0.009419,0,0.04534,222,640,0.8981,0.8774,0.9323,0.5829,0.06462,0.01745,0
121/299,17.5G,0.03422,0.008913,0,0.04314,206,640,0.9187,0.8821,0.9432,0.5936,0.06338,0.01741,0
122/299,17.5G,0.03346,0.009407,0,0.04287,188,640,0.8902,0.8797,0.9297,0.5882,0.06288,0.01814,0
123/299,17.5G,0.0342,0.008918,0,0.04311,180,640,0.9222,0.8671,0.9388,0.6105,0.06268,0.0185,0
124/299,17.5G,0.03456,0.008893,0,0.04345,172,640,0.9262,0.8585,0.9408,0.6039,0.06329,0.01823,0
125/299,17.5G,0.03429,0.009437,0,0.04373,205,640,0.9259,0.8868,0.9386,0.5953,0.06238,0.01783,0
126/299,17.5G,0.03391,0.008671,0,0.04258,184,640,0.8988,0.9222,0.9457,0.5947,0.06224,0.01765,0
127/299,17.5G,0.03427,0.009079,0,0.04335,180,640,0.9187,0.9056,0.9451,0.6053,0.06232,0.01801,0
128/299,17.5G,0.03308,0.009183,0,0.04226,190,640,0.9346,0.877,0.9389,0.609,0.06207,0.0181,0
129/299,17.5G,0.03445,0.0089,0,0.04335,164,640,0.9006,0.8986,0.938,0.602,0.06208,0.01783,0
130/299,17.5G,0.03462,0.009091,0,0.04372,202,640,0.914,0.9023,0.9453,0.6098,0.06171,0.01821,0
131/299,17.5G,0.03405,0.008747,0,0.0428,171,640,0.9096,0.9033,0.9472,0.6051,0.06151,0.0189,0
132/299,17.5G,0.03434,0.009007,0,0.04335,186,640,0.9296,0.9033,0.9469,0.6073,0.06112,0.0181,0
133/299,17.5G,0.03125,0.008675,0,0.03992,210,640,0.9063,0.9124,0.941,0.6004,0.06081,0.01789,0
134/299,17.5G,0.0339,0.008911,0,0.04281,201,640,0.9245,0.8962,0.9385,0.6028,0.06103,0.01794,0
135/299,17.5G,0.03563,0.008998,0,0.04463,188,640,0.9502,0.8556,0.9345,0.5961,0.06241,0.01751,0
136/299,17.5G,0.03506,0.008957,0,0.04402,196,640,0.9236,0.884,0.9417,0.6009,0.06171,0.01758,0
137/299,17.5G,0.0335,0.009233,0,0.04274,200,640,0.9622,0.8396,0.9416,0.598,0.06196,0.01813,0
138/299,17.5G,0.03438,0.00906,0,0.04344,174,640,0.9381,0.8656,0.9382,0.6058,0.06167,0.01794,0
139/299,17.5G,0.03505,0.008696,0,0.04374,180,640,0.9161,0.9033,0.9448,0.6244,0.06129,0.01817,0
140/299,17.5G,0.03408,0.009272,0,0.04335,211,640,0.9329,0.886,0.9483,0.6169,0.06098,0.01847,0
141/299,17.5G,0.03337,0.009081,0,0.04246,175,640,0.9259,0.8868,0.9448,0.6002,0.06198,0.01772,0
142/299,17.5G,0.03239,0.008984,0,0.04137,200,640,0.9019,0.9104,0.9464,0.6076,0.06166,0.01768,0
143/299,17.5G,0.0336,0.009012,0,0.04261,178,640,0.9325,0.8796,0.944,0.6029,0.06082,0.01832,0
144/299,17.5G,0.03341,0.009115,0,0.04253,184,640,0.9214,0.8844,0.943,0.6071,0.06014,0.0184,0
145/299,17.5G,0.03319,0.008216,0,0.04141,176,640,0.9372,0.8821,0.9446,0.607,0.06062,0.01873,0
146/299,17.5G,0.03276,0.00909,0,0.04185,231,640,0.9123,0.9074,0.945,0.6171,0.06015,0.01878,0
147/299,17.5G,0.03318,0.008441,0,0.04162,199,640,0.9332,0.889,0.9449,0.6042,0.06155,0.0181,0
148/299,17.5G,0.03181,0.009095,0,0.04091,215,640,0.9175,0.8913,0.9383,0.5917,0.06212,0.01791,0
149/299,17.5G,0.03379,0.009094,0,0.04288,210,640,0.9225,0.8984,0.9454,0.6021,0.06263,0.01781,0
150/299,17.5G,0.03336,0.009384,0,0.04274,205,640,0.9401,0.8891,0.9505,0.6117,0.06164,0.01803,0
151/299,17.5G,0.03364,0.008719,0,0.04235,179,640,0.9188,0.9079,0.9502,0.6154,0.06109,0.01795,0
152/299,17.5G,0.03436,0.008756,0,0.04311,205,640,0.943,0.8986,0.9537,0.6183,0.06115,0.01809,0
153/299,17.5G,0.03195,0.008894,0,0.04084,212,640,0.936,0.8962,0.9495,0.6206,0.06096,0.01821,0
154/299,17.5G,0.0321,0.00867,0,0.04077,210,640,0.9141,0.9033,0.9464,0.6173,0.05966,0.01858,0
155/299,17.5G,0.03118,0.00894,0,0.04012,189,640,0.9123,0.908,0.9495,0.6122,0.05993,0.01855,0
156/299,17.5G,0.03264,0.008815,0,0.04146,192,640,0.9352,0.8868,0.9507,0.6233,0.06025,0.01811,0
157/299,17.5G,0.03375,0.008631,0,0.04238,205,640,0.9143,0.9055,0.9476,0.6096,0.06039,0.01822,0
158/299,17.5G,0.03268,0.008508,0,0.04119,184,640,0.9401,0.8939,0.9536,0.6117,0.06013,0.01861,0
159/299,17.5G,0.03245,0.008573,0,0.04102,207,640,0.9188,0.9078,0.9533,0.6171,0.06003,0.01833,0
160/299,17.5G,0.03159,0.008209,0,0.0398,192,640,0.9003,0.9175,0.9468,0.6133,0.06025,0.01843,0
161/299,17.5G,0.03168,0.008452,0,0.04013,181,640,0.94,0.8867,0.9501,0.6119,0.05975,0.01834,0
162/299,17.5G,0.03152,0.008622,0,0.04015,199,640,0.9187,0.9056,0.9501,0.619,0.05966,0.01858,0
163/299,17.5G,0.03256,0.008595,0,0.04116,168,640,0.9272,0.9009,0.9514,0.6217,0.05942,0.01873,0
164/299,17.5G,0.03238,0.008664,0,0.04104,226,640,0.9121,0.9056,0.9479,0.6198,0.05999,0.01843,0
165/299,17.5G,0.03161,0.008721,0,0.04033,185,640,0.9428,0.8936,0.9483,0.6046,0.0605,0.01817,0
166/299,17.5G,0.03222,0.009064,0,0.04128,228,640,0.9356,0.8915,0.9476,0.6153,0.06022,0.01805,0
167/299,17.5G,0.03225,0.008216,0,0.04046,170,640,0.9114,0.9222,0.9466,0.6082,0.05993,0.0181,0
168/299,17.5G,0.03189,0.008621,0,0.04051,190,640,0.9222,0.8962,0.9454,0.6141,0.05931,0.01842,0
169/299,17.5G,0.03178,0.008584,0,0.04036,159,640,0.9544,0.8888,0.9514,0.6008,0.05987,0.01846,0
170/299,17.5G,0.03172,0.008597,0,0.04032,229,640,0.9374,0.8868,0.9452,0.6175,0.05916,0.01878,0
171/299,17.5G,0.03108,0.008614,0,0.0397,176,640,0.9417,0.8774,0.9465,0.6103,0.05934,0.01908,0
172/299,17.5G,0.02979,0.008386,0,0.03818,168,640,0.9361,0.8985,0.9505,0.618,0.05838,0.01895,0
173/299,17.5G,0.0309,0.008469,0,0.03937,190,640,0.9454,0.8986,0.9538,0.6218,0.05821,0.0185,0
174/299,17.5G,0.0319,0.008218,0,0.04012,183,640,0.932,0.9056,0.9523,0.6283,0.05917,0.01865,0
175/299,17.5G,0.03232,0.008169,0,0.04049,169,640,0.9214,0.9125,0.9473,0.6191,0.05958,0.01825,0
176/299,17.5G,0.03076,0.008301,0,0.03906,198,640,0.9154,0.9198,0.9463,0.6232,0.05871,0.01891,0
177/299,17.5G,0.03214,0.008803,0,0.04094,184,640,0.9229,0.908,0.9464,0.6257,0.05975,0.01896,0
178/299,17.5G,0.03104,0.008541,0,0.03958,172,640,0.9443,0.8797,0.9471,0.6252,0.05969,0.01846,0
179/299,17.5G,0.03116,0.008377,0,0.03954,172,640,0.919,0.9102,0.9514,0.6205,0.05991,0.01845,0
180/299,17.5G,0.0309,0.008522,0,0.03942,213,640,0.9517,0.8892,0.9523,0.6299,0.05947,0.01854,0
181/299,17.5G,0.03102,0.008049,0,0.03907,226,640,0.943,0.8978,0.9533,0.6229,0.05925,0.01848,0
182/299,17.5G,0.0314,0.008687,0,0.04009,178,640,0.9082,0.9103,0.9518,0.6306,0.05916,0.0189,0
183/299,17.5G,0.03085,0.00832,0,0.03917,175,640,0.9378,0.889,0.9473,0.6152,0.05945,0.01914,0
184/299,17.5G,0.03134,0.008705,0,0.04004,228,640,0.9453,0.8962,0.9549,0.6175,0.05963,0.0189,0
185/299,17.5G,0.03089,0.008352,0,0.03925,190,640,0.9562,0.8748,0.953,0.6159,0.05898,0.01913,0
186/299,17.5G,0.03006,0.008128,0,0.03819,157,640,0.9389,0.9056,0.9585,0.6293,0.05856,0.01898,0
187/299,17.5G,0.03068,0.008086,0,0.03877,175,640,0.9123,0.934,0.9541,0.6217,0.05912,0.01878,0
188/299,17.5G,0.02963,0.008217,0,0.03785,220,640,0.9283,0.9151,0.9499,0.6241,0.05959,0.01857,0
189/299,17.5G,0.03143,0.008354,0,0.03979,189,640,0.9287,0.9222,0.953,0.6188,0.05964,0.01863,0
190/299,17.5G,0.0317,0.007962,0,0.03966,174,640,0.9301,0.9104,0.952,0.6282,0.05923,0.01875,0
191/299,17.5G,0.02952,0.008413,0,0.03793,193,640,0.9324,0.9103,0.9525,0.6287,0.05881,0.01896,0
192/299,17.5G,0.03022,0.008287,0,0.03851,181,640,0.934,0.9033,0.9575,0.6243,0.05905,0.01882,0
193/299,17.5G,0.03053,0.008248,0,0.03878,195,640,0.932,0.9056,0.953,0.6217,0.05891,0.0192,0
194/299,17.5G,0.02925,0.008353,0,0.03761,189,640,0.9339,0.9009,0.9462,0.6153,0.05964,0.01903,0
195/299,17.5G,0.02939,0.008211,0,0.0376,179,640,0.9344,0.9078,0.9524,0.6184,0.05931,0.01911,0
196/299,17.5G,0.03133,0.008365,0,0.0397,178,640,0.9233,0.908,0.9527,0.6235,0.05862,0.01934,0
197/299,17.5G,0.03018,0.008122,0,0.0383,201,640,0.9466,0.8773,0.9536,0.6205,0.05833,0.01916,0
198/299,17.5G,0.03008,0.008434,0,0.03852,220,640,0.9424,0.8892,0.949,0.6187,0.0586,0.01888,0
199/299,17.5G,0.03008,0.008507,0,0.03859,187,640,0.9108,0.9151,0.9491,0.626,0.05791,0.01929,0
200/299,17.5G,0.03157,0.008001,0,0.03957,187,640,0.9288,0.8939,0.9486,0.6176,0.05836,0.01919,0
201/299,17.5G,0.02951,0.008576,0,0.03808,157,640,0.9189,0.908,0.9458,0.6129,0.05899,0.01916,0
202/299,17.5G,0.02935,0.008344,0,0.03769,204,640,0.949,0.8892,0.9469,0.6154,0.0593,0.01894,0
203/299,17.5G,0.02916,0.008494,0,0.03766,219,640,0.9319,0.9033,0.9485,0.6167,0.05909,0.01892,0
204/299,17.5G,0.03,0.007888,0,0.03789,195,640,0.9114,0.9221,0.9512,0.624,0.05919,0.01895,0
205/299,17.5G,0.02932,0.008437,0,0.03776,166,640,0.9055,0.9267,0.9502,0.6289,0.05921,0.01903,0
206/299,17.5G,0.02908,0.008125,0,0.03721,219,640,0.9077,0.9292,0.9535,0.628,0.05865,0.01869,0
207/299,17.5G,0.02939,0.00819,0,0.03758,167,640,0.9345,0.9079,0.9537,0.624,0.05827,0.01905,0
208/299,17.5G,0.03106,0.008314,0,0.03938,218,640,0.9432,0.9009,0.9493,0.6176,0.05837,0.01923,0
209/299,17.5G,0.02986,0.00819,0,0.03805,185,640,0.932,0.9055,0.9512,0.6212,0.05793,0.01911,0
210/299,17.5G,0.03069,0.007879,0,0.03857,131,640,0.9428,0.8938,0.9504,0.6254,0.05743,0.01947,0
211/299,17.5G,0.02991,0.008651,0,0.03856,217,640,0.9417,0.9149,0.9504,0.6312,0.05736,0.01952,0
212/299,17.5G,0.02817,0.008246,0,0.03642,193,640,0.9224,0.9269,0.9521,0.6235,0.05775,0.01951,0
213/299,17.5G,0.02809,0.008369,0,0.03646,209,640,0.9486,0.9175,0.9528,0.6249,0.05743,0.01952,0
214/299,17.5G,0.02959,0.008534,0,0.03813,197,640,0.9463,0.9148,0.9572,0.6296,0.05789,0.01938,0
215/299,17.5G,0.02933,0.008568,0,0.0379,198,640,0.9476,0.9009,0.957,0.6241,0.0589,0.01899,0
216/299,17.5G,0.02942,0.008135,0,0.03755,219,640,0.9478,0.8984,0.9517,0.6227,0.05886,0.01905,0
217/299,17.5G,0.02966,0.007332,0,0.03699,145,640,0.9282,0.9151,0.9532,0.6308,0.05813,0.01921,0
218/299,17.5G,0.02991,0.008012,0,0.03792,219,640,0.9306,0.9172,0.9504,0.6346,0.05785,0.01922,0
219/299,17.5G,0.0297,0.00805,0,0.03775,169,640,0.9216,0.915,0.9504,0.6326,0.05756,0.01943,0
220/299,17.5G,0.02879,0.008129,0,0.03692,179,640,0.9305,0.915,0.9496,0.6236,0.05777,0.0193,0
221/299,17.5G,0.02941,0.00793,0,0.03734,202,640,0.9319,0.9057,0.9512,0.6278,0.05789,0.01959,0
222/299,17.5G,0.02908,0.008163,0,0.03724,195,640,0.9306,0.8868,0.9494,0.6234,0.05786,0.01955,0
223/299,17.5G,0.02996,0.008285,0,0.03825,226,640,0.9325,0.9126,0.9521,0.616,0.05829,0.01896,0
224/299,17.5G,0.02949,0.008412,0,0.0379,217,640,0.9218,0.9175,0.9557,0.6244,0.05854,0.01886,0
