epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
27/299,15.8G,0.05629,0.009413,0,0.0657,42,640,0.0863,0.2282,0.041,0.008489,0.1084,0.03102,0
28/299,15.8G,0.05273,0.008471,0,0.0612,40,640,0.2993,0.1813,0.1064,0.02339,0.1092,0.02622,0
29/299,15.8G,0.05797,0.008683,0,0.06665,35,640,0.1183,0.1944,0.05302,0.008167,0.103,0.02683,0
30/299,15.8G,0.05507,0.008852,0,0.06392,39,640,0.2234,0.3956,0.1536,0.02474,0.09963,0.02688,0
31/299,15.8G,0.0549,0.008366,0,0.06326,51,640,0.2833,0.2879,0.1718,0.02978,0.1016,0.02547,0
32/299,15.8G,0.05468,0.008712,0,0.06339,41,640,0.1793,0.3646,0.1774,0.04592,0.09951,0.02569,0
33/299,15.8G,0.05401,0.008491,0,0.0625,38,640,0.3323,0.2215,0.1784,0.03789,0.09953,0.02609,0
34/299,15.8G,0.05237,0.008722,0,0.06109,50,640,0.3234,0.287,0.2058,0.03817,0.09488,0.02839,0
35/299,15.8G,0.05274,0.008221,0,0.06096,35,640,0.07103,0.0648,0.01451,0.002022,0.1048,0.02971,0
36/299,15.8G,0.05529,0.008198,0,0.06348,38,640,0.003788,0.2147,0.001106,0.0001642,0.1015,0.03485,0
37/299,15.8G,0.0518,0.00876,0,0.06056,67,640,0.0047,0.1248,0.001262,0.000199,0.105,0.03306,0
38/299,15.8G,0.05298,0.007799,0,0.06078,44,640,0.07381,0.1973,0.0337,0.005629,0.1006,0.03104,0
39/299,15.8G,0.05217,0.007944,0,0.06012,54,640,0.3409,0.2708,0.2002,0.04863,0.09518,0.02897,0
40/299,15.8G,0.05239,0.00775,0,0.06014,44,640,0.3611,0.4681,0.2769,0.06464,0.09593,0.02603,0
41/299,15.8G,0.04999,0.008034,0,0.05802,43,640,0.5818,0.3027,0.3486,0.1167,0.09187,0.02743,0
42/299,15.8G,0.04852,0.007359,0,0.05588,39,640,0.0006761,0.04739,8.136e-05,9.529e-06,0.1453,9.593,0
43/299,15.8G,0.05075,0.007953,0,0.0587,38,640,0.03121,0.1692,0.009554,0.002294,0.124,0.06925,0
44/299,15.8G,0.04931,0.007782,0,0.0571,48,640,0.2171,0.2998,0.08975,0.03604,0.1035,0.03325,0
45/299,15.8G,0.04836,0.007689,0,0.05605,41,640,0.01074,0.3559,0.004605,0.000922,0.1279,0.3487,0
46/299,15.8G,0.04766,0.007938,0,0.0556,55,640,0.1054,0.0619,0.02025,0.005684,0.1414,0.1097,0
47/299,15.8G,0.04673,0.007768,0,0.0545,54,640,0.07941,0.0793,0.009183,0.001792,0.1377,0.06509,0
48/299,15.8G,0.04771,0.007603,0,0.05531,39,640,0.08382,0.1663,0.0214,0.004905,0.1323,0.04172,0
49/299,15.8G,0.04894,0.007842,0,0.05678,49,640,0.2727,0.2447,0.133,0.03889,0.1157,0.03018,0
50/299,15.8G,0.04499,0.007491,0,0.05248,41,640,0.198,0.2056,0.09769,0.03112,0.1279,0.03932,0
51/299,15.8G,0.0452,0.007887,0,0.05309,50,640,0.3023,0.2157,0.1596,0.06063,0.1181,0.03961,0
52/299,15.8G,0.04818,0.007723,0,0.0559,50,640,0.2095,0.3482,0.1662,0.04538,0.1083,0.0288,0
53/299,15.8G,0.04239,0.007488,0,0.04988,53,640,0.478,0.4642,0.4686,0.1768,0.09463,0.02658,0
54/299,15.8G,0.04413,0.007242,0,0.05137,44,640,0.5947,0.5232,0.5728,0.2309,0.09014,0.02508,0
55/299,15.8G,0.03981,0.007079,0,0.04688,39,640,0.496,0.5551,0.5131,0.2129,0.08319,0.02869,0
56/299,15.8G,0.04421,0.007511,0,0.05172,61,640,0.5691,0.3617,0.4245,0.1164,0.08481,0.03029,0
57/299,15.8G,0.04289,0.007152,0,0.05004,40,640,0.6853,0.4052,0.5155,0.2333,0.0847,0.02906,0
58/299,15.8G,0.04205,0.007529,0,0.04958,40,640,0.5327,0.5406,0.5893,0.2695,0.08425,0.02744,0
59/299,15.8G,0.04294,0.006985,0,0.04992,45,640,0.6546,0.3946,0.4914,0.1662,0.08716,0.02764,0
60/299,15.8G,0.04515,0.007199,0,0.05235,45,640,0.3332,0.1199,0.07445,0.02222,0.1253,0.04475,0
61/299,15.8G,0.04226,0.007387,0,0.04965,59,640,0.4065,0.3598,0.3491,0.1398,0.08676,0.02967,0
62/299,15.8G,0.04535,0.007241,0,0.0526,44,640,0.5772,0.3279,0.4017,0.1747,0.0932,0.03222,0
63/299,15.8G,0.04329,0.007429,0,0.05072,44,640,0.01126,0.1132,0.002679,0.0004773,0.1299,0.05008,0
64/299,15.8G,0.04767,0.006941,0,0.05461,43,640,0.003644,0.1915,0.0007178,0.0001016,0.1287,0.05687,0
65/299,15.8G,0.041,0.007314,0,0.04832,61,640,0.7177,0.04159,0.04026,0.02028,0.1349,0.0543,0
66/299,15.8G,0.04527,0.007211,0,0.05249,54,640,0.269,0.2563,0.1547,0.04069,0.09674,0.03522,0
67/299,15.8G,0.04549,0.007762,0,0.05326,39,640,0,0,0,0,nan,nan,0
68/299,15.8G,0.04843,0.007537,0,0.05597,45,640,0,0,0,0,nan,nan,0
69/299,15.8G,0.04801,0.007152,0,0.05516,31,640,0,0,0,0,nan,nan,0
70/299,15.8G,0.04259,0.007079,0,0.04967,45,640,0.0006687,0.001934,4.649e-06,1.795e-06,nan,nan,0
71/299,15.8G,0.0412,0.006988,0,0.04819,41,640,0.2078,0.04932,0.01922,0.006155,nan,nan,0
72/299,15.8G,0.04358,0.006657,0,0.05024,38,640,0.8517,0.2128,0.2362,0.1354,nan,nan,0
73/299,15.8G,0.0412,0.007088,0,0.04829,58,640,0.6613,0.2001,0.209,0.1246,nan,nan,0
74/299,15.8G,0.04094,0.006477,0,0.04741,28,640,0.4012,0.2261,0.1987,0.1192,nan,nan,0
75/299,15.8G,0.04097,0.006412,0,0.04738,32,640,0.5315,0.1992,0.1972,0.09867,0.1179,0.1539,0
76/299,15.8G,0.03847,0.006769,0,0.04524,47,640,0.5645,0.5828,0.5727,0.2927,0.07027,0.03191,0
77/299,15.8G,0.04085,0.006393,0,0.04725,41,640,0.6137,0.5271,0.5498,0.2932,0.07142,0.03575,0
78/299,15.8G,0.04143,0.006797,0,0.04823,53,640,0.4842,0.2108,0.2037,0.101,0.1195,0.121,0
79/299,15.8G,0.03964,0.006847,0,0.04649,55,640,0.3957,0.2128,0.1768,0.07837,0.1256,0.08227,0
80/299,15.8G,0.04095,0.006421,0,0.04737,47,640,0.3912,0.2542,0.2038,0.0797,0.1199,0.04459,0
81/299,15.8G,0.03959,0.006734,0,0.04633,33,640,0.2166,0.2366,0.1283,0.0543,0.1209,0.04316,0
82/299,15.8G,0.03886,0.006748,0,0.04561,54,640,0.388,0.4894,0.3819,0.1413,0.08897,0.03167,0
83/299,15.8G,0.03823,0.00635,0,0.04458,39,640,0.4777,0.6219,0.5783,0.2655,0.07807,0.02972,0
84/299,15.8G,0.03909,0.006462,0,0.04556,43,640,0.4991,0.6712,0.6077,0.3019,0.07082,0.03005,0
85/299,15.8G,0.04107,0.006956,0,0.04802,49,640,0.5078,0.6248,0.5821,0.2253,0.06942,0.0293,0
86/299,15.8G,0.03823,0.006524,0,0.04475,41,640,0.6766,0.5463,0.6188,0.3192,0.06586,0.02963,0
87/299,15.8G,0.03609,0.006515,0,0.04261,55,640,0.6326,0.528,0.6001,0.2831,0.06496,0.03037,0
88/299,15.8G,0.03829,0.006752,0,0.04504,50,640,0.6282,0.4642,0.561,0.2795,0.06261,0.03184,0
89/299,15.8G,0.03877,0.006621,0,0.04539,32,640,0.5108,0.6489,0.608,0.2619,0.06531,0.03106,0
90/299,15.8G,0.03723,0.006606,0,0.04384,62,640,0.5706,0.6106,0.5953,0.2998,0.0629,0.03179,0
91/299,15.8G,0.03748,0.006457,0,0.04394,40,640,0.5468,0.6074,0.5531,0.244,0.06349,0.03182,0
92/299,15.8G,0.03734,0.006058,0,0.0434,39,640,0.6377,0.5484,0.5566,0.2849,0.06291,0.03225,0
93/299,15.8G,0.03705,0.006377,0,0.04343,42,640,0.6592,0.5444,0.6181,0.2905,0.06222,0.03208,0
94/299,15.8G,0.03863,0.006436,0,0.04507,49,640,0.7594,0.5647,0.6282,0.3027,0.06268,0.03178,0
95/299,15.8G,0.03902,0.006678,0,0.0457,47,640,0.5653,0.56,0.5744,0.2877,0.06404,0.03141,0
96/299,15.8G,0.03898,0.006781,0,0.04576,40,640,0.5851,0.5774,0.5774,0.2918,0.06768,0.03166,0
97/299,15.8G,0.03818,0.006199,0,0.04438,29,640,0.6975,0.4816,0.5753,0.2878,0.06658,0.03124,0
98/299,15.8G,0.03746,0.006468,0,0.04393,58,640,0.5741,0.5609,0.5616,0.2785,0.06605,0.03071,0
99/299,15.8G,0.03481,0.006671,0,0.04148,62,640,0.5541,0.6219,0.6126,0.33,0.06901,0.02921,0
100/299,15.8G,0.03452,0.00621,0,0.04073,38,640,0.7789,0.5135,0.6435,0.3276,0.07149,0.03009,0
101/299,15.8G,0.03591,0.006193,0,0.0421,52,640,0.622,0.5677,0.6182,0.3143,0.07261,0.02911,0
102/299,15.8G,0.03367,0.006333,0,0.04,47,640,0.6928,0.5561,0.6751,0.3228,0.07177,0.02959,0
103/299,15.8G,0.03501,0.006085,0,0.0411,43,640,0.665,0.588,0.6556,0.334,0.07267,0.02921,0
104/299,15.8G,0.03401,0.006564,0,0.04058,42,640,0.5681,0.7416,0.6766,0.3259,0.07358,0.02933,0
105/299,15.8G,0.0337,0.006161,0,0.03986,53,640,0.7826,0.5781,0.6969,0.3725,0.07152,0.02983,0
106/299,15.8G,0.03789,0.006035,0,0.04392,37,640,0.7434,0.5575,0.6623,0.322,0.07133,0.03147,0
107/299,15.8G,0.03594,0.006198,0,0.04214,27,640,0.7319,0.5704,0.6538,0.3037,0.07075,0.03283,0
108/299,15.8G,0.03929,0.006458,0,0.04575,63,640,0.695,0.5643,0.6413,0.2969,0.06954,0.03223,0
109/299,15.8G,0.03739,0.005944,0,0.04333,37,640,0.7044,0.5669,0.6485,0.3189,0.06977,0.03178,0
110/299,15.8G,0.03552,0.005974,0,0.04149,30,640,0.7922,0.6155,0.7175,0.3575,0.06988,0.0304,0
111/299,15.8G,0.03418,0.006166,0,0.04035,56,640,0.698,0.6238,0.6827,0.3185,0.07025,0.02999,0
112/299,15.8G,0.03585,0.005769,0,0.04162,40,640,0.6795,0.6355,0.6738,0.3579,0.06968,0.03132,0
113/299,15.8G,0.03377,0.006028,0,0.0398,42,640,0.7306,0.5193,0.6404,0.3392,0.0686,0.03168,0
114/299,15.8G,0.03279,0.005674,0,0.03846,40,640,0.6926,0.5905,0.6797,0.3563,0.07023,0.03009,0
115/299,15.8G,0.03475,0.005845,0,0.0406,45,640,0.7746,0.5029,0.6446,0.3258,0.07153,0.03058,0
116/299,15.8G,0.03489,0.006026,0,0.04092,47,640,0.6586,0.619,0.6627,0.34,0.06889,0.03141,0
117/299,15.8G,0.03474,0.005937,0,0.04067,55,640,0.7376,0.5387,0.6671,0.329,0.06833,0.0324,0
118/299,15.8G,0.03272,0.005658,0,0.03837,49,640,0.4978,0.693,0.615,0.2962,0.07538,0.03368,0
119/299,15.8G,0.0354,0.006066,0,0.04147,47,640,0.5612,0.5851,0.5983,0.2851,0.07375,0.03393,0
120/299,15.8G,0.03436,0.005879,0,0.04023,29,640,0.595,0.6557,0.6599,0.3478,0.06992,0.03365,0
121/299,15.8G,0.03353,0.005973,0,0.0395,56,640,0.6239,0.6035,0.6632,0.3463,0.06511,0.03413,0
122/299,15.8G,0.03644,0.005608,0,0.04205,41,640,0.6279,0.5967,0.6546,0.3164,0.06327,0.03361,0
123/299,15.8G,0.03164,0.005859,0,0.0375,46,640,0.709,0.6125,0.6956,0.3436,0.06327,0.03291,0
124/299,15.8G,0.03473,0.005919,0,0.04065,37,640,0.7221,0.4574,0.6017,0.3444,0.06268,0.03474,0
125/299,15.8G,0.03441,0.005651,0,0.04006,36,640,0.6312,0.5861,0.6537,0.3445,0.06648,0.03258,0
126/299,15.8G,0.03463,0.005825,0,0.04045,53,640,0.7419,0.5588,0.7005,0.3464,0.06746,0.03161,0
127/299,15.8G,0.03117,0.006172,0,0.03734,39,640,0.6215,0.5648,0.6727,0.3382,0.06749,0.03176,0
128/299,15.8G,0.03178,0.006039,0,0.03782,48,640,0.6032,0.5406,0.6419,0.32,0.06818,0.03246,0
129/299,15.8G,0.03229,0.005823,0,0.03812,44,640,0.7542,0.558,0.6923,0.3356,0.06833,0.03141,0
130/299,15.8G,0.03417,0.005759,0,0.03993,47,640,0.7576,0.5812,0.6998,0.339,0.06807,0.03198,0
131/299,15.8G,0.03089,0.005997,0,0.03689,39,640,0.6543,0.6509,0.7011,0.3402,0.06757,0.03286,0
132/299,15.8G,0.03495,0.006017,0,0.04097,44,640,0.6728,0.6257,0.694,0.347,0.06823,0.03205,0
133/299,15.8G,0.03343,0.005767,0,0.0392,50,640,0.7568,0.5609,0.699,0.3625,0.06894,0.03171,0
134/299,15.8G,0.03414,0.005873,0,0.04002,51,640,0.6873,0.6799,0.7304,0.3554,0.06992,0.0309,0
135/299,15.8G,0.03256,0.006047,0,0.0386,62,640,0.6855,0.704,0.7423,0.3654,0.07069,0.02951,0
136/299,15.8G,0.03417,0.006479,0,0.04065,80,640,0.7252,0.6227,0.7346,0.3761,0.07009,0.0305,0
137/299,15.8G,0.03759,0.005761,0,0.04335,58,640,0.7643,0.5213,0.6736,0.3587,0.06615,0.0329,0
138/299,15.8G,0.03138,0.006171,0,0.03755,39,640,0.7671,0.6625,0.7561,0.3821,0.06599,0.03208,0
139/299,15.8G,0.03412,0.00581,0,0.03993,61,640,0.7691,0.6335,0.7352,0.3844,0.0659,0.03145,0
140/299,15.8G,0.03223,0.005505,0,0.03773,21,640,0.7389,0.5721,0.71,0.3803,0.06443,0.03081,0
141/299,15.8G,0.0301,0.005679,0,0.03577,52,640,0.7683,0.6035,0.7237,0.3948,0.0639,0.03027,0
142/299,15.8G,0.03394,0.005552,0,0.03949,50,640,0.6755,0.5957,0.702,0.3804,0.06382,0.03102,0
143/299,15.8G,0.03322,0.005613,0,0.03884,56,640,0.76,0.5116,0.6862,0.3493,0.06376,0.03127,0
144/299,15.8G,0.02997,0.005485,0,0.03545,35,640,0.6992,0.648,0.7168,0.3667,0.06407,0.03019,0
145/299,15.8G,0.03518,0.005752,0,0.04093,39,640,0.544,0.7215,0.6828,0.353,0.06328,0.03112,0
146/299,15.8G,0.0327,0.00582,0,0.03852,46,640,0.7446,0.6064,0.6965,0.3386,0.06194,0.03196,0
147/299,15.8G,0.03612,0.0056,0,0.04172,43,640,0.7655,0.5715,0.6749,0.3469,0.05898,0.03453,0
148/299,15.8G,0.03363,0.005948,0,0.03958,54,640,0.7174,0.5377,0.6618,0.3595,0.05713,0.03395,0
149/299,15.8G,0.03099,0.005625,0,0.03661,49,640,0.6893,0.6178,0.6952,0.3645,0.05643,0.03331,0
150/299,15.8G,0.03025,0.006,0,0.03625,54,640,0.7866,0.6489,0.744,0.3818,0.05595,0.03303,0
151/299,15.8G,0.03213,0.005596,0,0.03772,40,640,0.689,0.7215,0.7295,0.3833,0.05657,0.03324,0
152/299,15.8G,0.03027,0.005355,0,0.03562,46,640,0.6733,0.648,0.6993,0.371,0.05823,0.03394,0
153/299,15.8G,0.03216,0.005478,0,0.03763,34,640,0.5758,0.6509,0.6421,0.3414,0.06083,0.03365,0
154/299,15.8G,0.02839,0.005649,0,0.03403,44,640,0.6798,0.6654,0.6958,0.3801,0.06059,0.033,0
155/299,15.8G,0.03336,0.005466,0,0.03883,47,640,0.6928,0.6412,0.6991,0.3573,0.05931,0.03267,0
156/299,15.8G,0.03345,0.005446,0,0.0389,33,640,0.7403,0.559,0.6976,0.3653,0.05767,0.03248,0
157/299,15.8G,0.0302,0.005587,0,0.03579,42,640,0.6061,0.6458,0.6763,0.3372,0.0592,0.0315,0
158/299,15.8G,0.02806,0.005569,0,0.03363,50,640,0.637,0.5956,0.6622,0.3291,0.05998,0.03133,0
159/299,15.8G,0.02875,0.005386,0,0.03414,40,640,0.729,0.5909,0.6951,0.3323,0.05825,0.03191,0
160/299,15.8G,0.03128,0.005636,0,0.03692,53,640,0.738,0.5561,0.6592,0.3223,0.05681,0.03277,0
161/299,15.8G,0.03452,0.005767,0,0.04029,56,640,0.7052,0.5992,0.6851,0.3566,0.05716,0.0332,0
162/299,15.8G,0.02813,0.005349,0,0.03348,40,640,0.7117,0.6015,0.7048,0.3619,0.05859,0.03333,0
163/299,15.8G,0.03292,0.005486,0,0.03841,37,640,0.6328,0.555,0.642,0.3228,0.0591,0.03429,0
164/299,15.8G,0.02999,0.005639,0,0.03563,52,640,0.7382,0.4581,0.6374,0.3307,0.05909,0.03336,0
165/299,15.8G,0.03371,0.005778,0,0.03949,33,640,0.5725,0.6364,0.6771,0.3253,0.05974,0.03292,0
166/299,15.8G,0.03278,0.005364,0,0.03814,62,640,0.5836,0.6538,0.6685,0.3115,0.05987,0.03283,0
167/299,15.8G,0.03227,0.005542,0,0.03781,44,640,0.5494,0.6586,0.6657,0.3112,0.05892,0.03225,0
168/299,15.8G,0.02968,0.005581,0,0.03526,52,640,0.6388,0.6422,0.698,0.3259,0.05985,0.0317,0
169/299,15.8G,0.02995,0.005661,0,0.03561,44,640,0.7586,0.5986,0.7209,0.3422,0.0593,0.03153,0
170/299,15.8G,0.0337,0.005865,0,0.03957,64,640,0.6387,0.6422,0.7011,0.3396,0.05819,0.03206,0
171/299,15.8G,0.03046,0.00567,0,0.03613,43,640,0.7135,0.6557,0.7246,0.3451,0.05948,0.03253,0
172/299,15.8G,0.03332,0.005713,0,0.03903,44,640,0.7534,0.6234,0.7183,0.3446,0.05952,0.03345,0
173/299,15.8G,0.03197,0.005506,0,0.03748,26,640,0.734,0.5706,0.6838,0.3329,0.0588,0.03253,0
174/299,15.8G,0.03107,0.005243,0,0.03631,43,640,0.7502,0.5841,0.7105,0.331,0.05845,0.03172,0
175/299,15.8G,0.02832,0.00523,0,0.03355,36,640,0.728,0.6325,0.7186,0.3414,0.05797,0.03239,0
176/299,15.8G,0.02801,0.005081,0,0.03309,47,640,0.7501,0.6518,0.7413,0.3644,0.05858,0.03206,0
177/299,15.8G,0.03162,0.005443,0,0.03707,39,640,0.6928,0.6634,0.7178,0.3528,0.05818,0.03243,0
178/299,15.8G,0.03137,0.005627,0,0.037,45,640,0.7134,0.5416,0.6252,0.32,0.05718,0.03371,0
179/299,15.8G,0.02915,0.005579,0,0.03473,39,640,0.6613,0.5571,0.619,0.3244,0.05881,0.03374,0
180/299,15.8G,0.03096,0.005725,0,0.03669,47,640,0.596,0.6625,0.6794,0.323,0.05871,0.03286,0
181/299,15.8G,0.03035,0.005446,0,0.0358,45,640,0.6474,0.6248,0.6979,0.3288,0.05902,0.03247,0
182/299,15.8G,0.02931,0.005255,0,0.03457,45,640,0.7411,0.6828,0.7514,0.371,0.05791,0.03151,0
183/299,15.8G,0.02921,0.005187,0,0.03439,33,640,0.7728,0.6441,0.7339,0.3668,0.05669,0.0324,0
184/299,15.8G,0.0302,0.005537,0,0.03574,45,640,0.7266,0.6383,0.7115,0.3653,0.05642,0.03309,0
185/299,15.8G,0.0273,0.005546,0,0.03285,43,640,0.6692,0.667,0.7236,0.3616,0.05746,0.03265,0
186/299,15.8G,0.03172,0.005347,0,0.03707,31,640,0.7188,0.586,0.7208,0.3695,0.0569,0.03304,0
187/299,15.8G,0.0308,0.005325,0,0.03612,33,640,0.7368,0.6044,0.7242,0.3795,0.05691,0.03395,0
188/299,15.8G,0.02947,0.005467,0,0.03494,42,640,0.7928,0.5899,0.737,0.3845,0.05709,0.03336,0
189/299,15.8G,0.02889,0.005016,0,0.0339,33,640,0.6987,0.6035,0.7246,0.3787,0.05801,0.03236,0
190/299,15.8G,0.03113,0.005434,0,0.03656,42,640,0.6738,0.6651,0.7132,0.3709,0.05797,0.03253,0
191/299,15.8G,0.02766,0.005438,0,0.0331,44,640,0.79,0.5859,0.7026,0.3732,0.05689,0.03382,0
192/299,15.8G,0.02872,0.005171,0,0.03389,53,640,0.753,0.619,0.7355,0.3806,0.05685,0.03296,0
193/299,15.8G,0.02689,0.005519,0,0.03241,46,640,0.6979,0.6741,0.7396,0.3754,0.05723,0.03262,0
194/299,15.8G,0.03105,0.005368,0,0.03642,51,640,0.812,0.585,0.7282,0.3712,0.05619,0.03379,0
195/299,15.8G,0.02884,0.005442,0,0.03428,34,640,0.7866,0.6112,0.7296,0.3689,0.05606,0.03341,0
196/299,15.8G,0.03001,0.005252,0,0.03526,54,640,0.7254,0.6199,0.7171,0.3803,0.05621,0.03361,0
197/299,15.8G,0.02893,0.005432,0,0.03437,35,640,0.6901,0.6344,0.7048,0.3617,0.05726,0.03403,0
198/299,15.8G,0.02994,0.005171,0,0.03511,53,640,0.775,0.5368,0.6912,0.3349,0.05939,0.03302,0
199/299,15.8G,0.02964,0.005105,0,0.03474,34,640,0.7319,0.5397,0.6628,0.3255,0.06027,0.03301,0
200/299,15.8G,0.02675,0.005098,0,0.03185,35,640,0.7773,0.5445,0.6837,0.3388,0.06184,0.03201,0
201/299,15.8G,0.02681,0.005074,0,0.03189,37,640,0.7247,0.6315,0.726,0.3561,0.06213,0.03132,0
202/299,15.8G,0.02808,0.005105,0,0.03319,45,640,0.7396,0.6518,0.7447,0.3849,0.06085,0.03253,0
203/299,15.8G,0.02697,0.005143,0,0.03211,28,640,0.6933,0.6431,0.7196,0.3714,0.06003,0.0333,0
204/299,15.8G,0.0258,0.005197,0,0.031,52,640,0.7581,0.6006,0.7181,0.3736,0.05817,0.03306,0
205/299,15.8G,0.02536,0.005703,0,0.03106,69,640,0.7068,0.6335,0.729,0.3673,0.05823,0.03298,0
206/299,15.8G,0.02939,0.005027,0,0.03442,42,640,0.8186,0.4845,0.6625,0.3345,0.05854,0.03488,0
207/299,15.8G,0.02835,0.005407,0,0.03376,46,640,0.7005,0.589,0.6683,0.3602,0.05811,0.0347,0
208/299,15.8G,0.02811,0.005335,0,0.03344,44,640,0.7183,0.5019,0.6289,0.3413,0.05871,0.03406,0
209/299,15.8G,0.02988,0.005235,0,0.03512,46,640,0.7618,0.5473,0.664,0.338,0.05863,0.03332,0
210/299,15.8G,0.02896,0.005237,0,0.0342,50,640,0.7563,0.5271,0.6814,0.3397,0.05835,0.03268,0
211/299,15.8G,0.02713,0.005388,0,0.03252,68,640,0.5713,0.6673,0.6853,0.3531,0.05693,0.03273,0
212/299,15.8G,0.02599,0.005481,0,0.03147,49,640,0.6819,0.6035,0.6793,0.3565,0.05648,0.03249,0
213/299,15.8G,0.02554,0.005318,0,0.03086,43,640,0.7326,0.6044,0.6993,0.3656,0.05726,0.03168,0
214/299,15.8G,0.02894,0.005131,0,0.03407,42,640,0.7389,0.5977,0.7133,0.3688,0.05665,0.03226,0
215/299,15.8G,0.02816,0.005203,0,0.03337,60,640,0.7346,0.646,0.7402,0.3721,0.05571,0.03316,0
216/299,15.8G,0.02831,0.005223,0,0.03353,50,640,0.7612,0.6164,0.7174,0.3636,0.0556,0.03326,0
217/299,15.8G,0.0293,0.005322,0,0.03462,53,640,0.7686,0.6199,0.6993,0.3461,0.0562,0.03333,0
218/299,15.8G,0.02736,0.005707,0,0.03306,54,640,0.809,0.6209,0.7282,0.3581,0.05652,0.0323,0
219/299,15.8G,0.02762,0.004858,0,0.03247,33,640,0.8092,0.6234,0.7559,0.3881,0.05629,0.03176,0
220/299,15.8G,0.02749,0.004959,0,0.03245,38,640,0.8289,0.5725,0.7121,0.3686,0.05738,0.0321,0
221/299,15.8G,0.02682,0.004994,0,0.03182,53,640,0.6939,0.5986,0.6948,0.3592,0.05576,0.03225,0
222/299,15.8G,0.02881,0.005198,0,0.03401,33,640,0.7135,0.5648,0.6985,0.3542,0.05633,0.03139,0
223/299,15.8G,0.02569,0.005158,0,0.03085,56,640,0.6986,0.6625,0.7363,0.363,0.05779,0.03145,0
224/299,15.8G,0.02815,0.004886,0,0.03304,42,640,0.7218,0.6675,0.7504,0.3791,0.05833,0.03239,0
225/299,15.8G,0.02777,0.005219,0,0.03299,34,640,0.6503,0.6925,0.735,0.3749,0.05794,0.03201,0
226/299,15.8G,0.02782,0.005137,0,0.03296,52,640,0.6802,0.6528,0.7174,0.3623,0.05755,0.03228,0
