epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
37/299,7.65G,0.06137,0.009452,0,0.07082,44,640,0.003475,0.1074,0.0004159,5.661e-05,nan,nan,0
38/299,7.65G,0.05694,0.009548,0,0.06649,37,640,0,0,0,0,nan,nan,0
39/299,7.65G,0.05275,0.009274,0,0.06203,57,640,0.004353,0.2708,0.001239,0.0001998,nan,nan,0
40/299,7.65G,0.05047,0.009442,0,0.05992,49,640,5.314e-05,0.0009671,3.17e-07,6.34e-08,nan,nan,0
41/299,7.65G,0.05043,0.008932,0,0.05937,47,640,0.003825,0.008704,3.586e-05,5.753e-06,0.1406,0.6135,0
42/299,7.65G,0.04856,0.008896,0,0.05746,52,640,0.03912,0.08897,0.0143,0.00511,0.1128,0.02332,0
43/299,7.65G,0.0474,0.00835,0,0.05575,33,640,0.3467,0.4203,0.3517,0.1113,0.08301,0.02951,0
44/299,7.65G,0.04593,0.00812,0,0.05405,29,640,0.5786,0.3956,0.4477,0.1898,0.07976,0.02877,0
45/299,7.65G,0.044,0.008613,0,0.05261,51,640,0.3207,0.5812,0.3811,0.1604,0.07424,0.02985,0
46/299,7.65G,0.04255,0.007859,0,0.05041,37,640,0.4181,0.5832,0.4758,0.2151,0.07203,0.03072,0
47/299,7.65G,0.04361,0.008126,0,0.05173,50,640,0.38,0.4081,0.4154,0.1846,0.07936,0.02841,0
48/299,7.65G,0.04226,0.008042,0,0.0503,32,640,0.07033,0.4226,0.05137,0.01686,0.08793,0.236,0
49/299,7.65G,0.04253,0.007669,0,0.05019,43,640,0.285,0.4865,0.3809,0.1859,0.08065,0.0296,0
50/299,7.65G,0.03994,0.007874,0,0.04781,44,640,0.6896,0.3433,0.5033,0.2558,0.0796,0.02933,0
51/299,7.65G,0.04093,0.007937,0,0.04886,47,640,0.4796,0.5397,0.5326,0.2474,0.08316,0.03017,0
52/299,7.65G,0.03915,0.007569,0,0.04672,51,640,0.5037,0.4913,0.5285,0.2428,0.08172,0.03006,0
53/299,7.65G,0.03522,0.007571,0,0.0428,57,640,0.6658,0.4333,0.5744,0.2861,0.08178,0.02834,0
54/299,7.65G,0.03909,0.007024,0,0.04612,32,640,0.6054,0.441,0.5401,0.2389,0.08416,0.02686,0
55/299,7.65G,0.03384,0.006932,0,0.04077,38,640,0.6112,0.3714,0.4882,0.2138,0.08287,0.02822,0
56/299,7.65G,0.02902,0.006812,0,0.03583,42,640,0.6659,0.482,0.5824,0.2456,0.08231,0.02778,0
57/299,7.65G,0.04781,0.008295,0,0.0561,47,640,0.0007869,0.05319,4.587e-05,6.109e-06,nan,nan,0
58/299,7.65G,0.05465,0.007856,0,0.06251,38,640,0,0,0,0,nan,nan,0
59/299,7.65G,0.05833,0.008993,0,0.06733,47,640,0.003006,0.2128,0.0006716,9.794e-05,nan,nan,0
60/299,7.65G,0.06844,0.0083,0,0.07674,39,640,0,0,0,0,nan,nan,0
61/299,7.65G,0.06288,0.009037,0,0.07192,40,640,0,0,0,0,nan,nan,0
62/299,7.65G,0.06238,0.008559,0,0.07094,33,640,0,0,0,0,nan,nan,0
63/299,7.65G,0.06291,0.007847,0,0.07076,36,640,0.008642,0.01064,0.0006186,0.0001107,0.1393,0.07772,0
64/299,7.65G,0.0624,0.008599,0,0.071,46,640,0.03164,0.04062,0.005261,0.0008345,0.1241,0.03964,0
65/299,7.65G,0.06229,0.008638,0,0.07092,53,640,0.04948,0.1035,0.008827,0.001302,0.1178,0.02706,0
66/299,7.65G,0.06012,0.008835,0,0.06895,30,640,0.07612,0.08124,0.01308,0.002373,0.1124,0.02724,0
67/299,7.65G,0.0603,0.008883,0,0.06918,41,640,0.04294,0.1103,0.01204,0.001968,0.1078,0.02759,0
68/299,7.65G,0.05899,0.009424,0,0.06842,29,640,0.03259,0.08027,0.01161,0.0041,0.1009,0.02907,0
69/299,7.65G,0.05779,0.009584,0,0.06738,44,640,0.04902,0.1064,0.01417,0.002178,0.1,0.02943,0
70/299,7.65G,0.05675,0.009433,0,0.06618,39,640,0.05129,0.1731,0.0163,0.00265,0.1034,0.02688,0
71/299,7.65G,0.05748,0.009617,0,0.0671,53,640,0.06082,0.09671,0.01682,0.003546,0.1059,0.026,0
72/299,7.65G,0.0559,0.009011,0,0.06491,42,640,0.1197,0.1286,0.0327,0.005978,0.09968,0.02775,0
73/299,7.65G,0.05459,0.009955,0,0.06455,48,640,0.1812,0.1828,0.06402,0.009975,0.09239,0.03034,0
74/299,7.65G,0.05515,0.009558,0,0.0647,42,640,0.1827,0.1963,0.0699,0.01182,0.09709,0.02945,0
75/299,7.65G,0.05681,0.009211,0,0.06602,34,640,0.2234,0.2466,0.1136,0.016,0.08671,0.03035,0
76/299,7.65G,0.0537,0.00932,0,0.06302,54,640,0.2288,0.206,0.09926,0.01491,0.09186,0.03002,0
77/299,7.65G,0.05281,0.009672,0,0.06249,51,640,0.2123,0.2002,0.09275,0.01555,0.09314,0.02946,0
78/299,7.65G,0.05451,0.009231,0,0.06374,50,640,0.2087,0.2183,0.09859,0.01664,0.09447,0.02797,0
79/299,7.65G,0.05374,0.008713,0,0.06246,47,640,0.126,0.2911,0.09138,0.01603,0.09282,0.02677,0
80/299,7.65G,0.05282,0.008839,0,0.06166,33,640,0.12,0.1557,0.05218,0.01019,0.09362,0.02583,0
81/299,7.65G,0.05233,0.008454,0,0.06078,38,640,0.1046,0.3327,0.06786,0.01296,0.08942,0.02775,0
82/299,7.65G,0.05158,0.009007,0,0.06059,47,640,0.1938,0.3433,0.1213,0.01801,0.08353,0.03078,0
83/299,7.65G,0.05232,0.009145,0,0.06147,53,640,0.1222,0.4052,0.08541,0.0151,0.08463,0.03186,0
84/299,7.65G,0.05246,0.008698,0,0.06116,35,640,0.1528,0.3327,0.09884,0.01575,0.09053,0.02702,0
85/299,7.65G,0.05252,0.008579,0,0.0611,42,640,0.2161,0.3607,0.1396,0.02328,0.08787,0.02746,0
86/299,7.65G,0.05281,0.008836,0,0.06164,62,640,0.1775,0.4168,0.1368,0.0244,0.08512,0.02928,0
87/299,7.65G,0.05404,0.00849,0,0.06253,39,640,0.1896,0.4807,0.1442,0.02516,0.0858,0.03023,0
88/299,7.65G,0.05213,0.007976,0,0.0601,28,640,0.2053,0.4468,0.1529,0.02539,0.08382,0.02892,0
89/299,7.65G,0.0508,0.008254,0,0.05905,32,640,0.2562,0.383,0.1722,0.02761,0.08257,0.02967,0
90/299,7.65G,0.05048,0.008343,0,0.05882,37,640,0.2169,0.4004,0.1514,0.02342,0.08027,0.03107,0
91/299,7.65G,0.05025,0.008148,0,0.0584,32,640,0.2053,0.442,0.1529,0.02455,0.07902,0.02997,0
92/299,7.65G,0.05071,0.00805,0,0.05876,41,640,0.2626,0.4574,0.1764,0.02987,0.07759,0.03127,0
93/299,7.65G,0.05107,0.007856,0,0.05892,37,640,0.2471,0.264,0.1421,0.02364,0.07897,0.03171,0
94/299,7.65G,0.05018,0.008092,0,0.05827,46,640,0.2052,0.528,0.164,0.02968,0.07674,0.03112,0
95/299,7.65G,0.05002,0.008328,0,0.05835,53,640,0.2734,0.4739,0.2298,0.04643,0.07939,0.02852,0
96/299,7.65G,0.04897,0.007948,0,0.05692,46,640,0.2694,0.4275,0.2035,0.03812,0.08001,0.02947,0
97/299,7.65G,0.04959,0.00786,0,0.05745,48,640,0.1437,0.3897,0.1026,0.01947,0.08047,0.03337,0
98/299,7.65G,0.04906,0.007739,0,0.0568,46,640,0.2065,0.3743,0.1434,0.0276,0.07779,0.0325,0
99/299,7.65G,0.0479,0.00774,0,0.05564,56,640,0.2327,0.529,0.2143,0.04261,0.07869,0.02981,0
100/299,7.65G,0.04838,0.00745,0,0.05583,47,640,0.2256,0.558,0.2054,0.04457,0.07797,0.03149,0
101/299,7.65G,0.04716,0.007394,0,0.05456,42,640,0.2738,0.5193,0.2772,0.07361,0.07397,0.03072,0
102/299,7.65G,0.04681,0.007998,0,0.05481,63,640,0.4226,0.298,0.2709,0.07764,0.0742,0.03173,0
103/299,7.65G,0.04668,0.007963,0,0.05465,47,640,0.3639,0.2408,0.2215,0.06483,0.0747,0.03214,0
104/299,7.65G,0.04702,0.007898,0,0.05492,48,640,0.2206,0.442,0.2173,0.0514,0.07387,0.03403,0
105/299,7.65G,0.04777,0.007397,0,0.05516,33,640,0.3047,0.3569,0.2612,0.05798,0.07535,0.03105,0
106/299,7.65G,0.04778,0.007594,0,0.05538,46,640,0.2824,0.587,0.3368,0.1037,0.07734,0.02802,0
107/299,7.65G,0.04686,0.00751,0,0.05437,34,640,0.2337,0.5509,0.2444,0.05818,0.07735,0.02997,0
108/299,7.65G,0.04547,0.007452,0,0.05292,46,640,0.4505,0.3314,0.3675,0.1033,0.07297,0.02933,0
109/299,7.65G,0.0463,0.007386,0,0.05369,37,640,0.7153,0.3061,0.4328,0.1199,0.07525,0.03001,0
110/299,7.65G,0.04473,0.007641,0,0.05237,34,640,0.29,0.6221,0.369,0.09771,0.07018,0.03221,0
111/299,7.65G,0.04477,0.007918,0,0.05269,42,640,0.2525,0.382,0.2368,0.06033,0.08551,0.03134,0
112/299,7.65G,0.04504,0.007382,0,0.05242,36,640,0.3179,0.5948,0.4202,0.1285,0.08986,0.03012,0
113/299,7.65G,0.04606,0.007318,0,0.05338,47,640,0.3273,0.5522,0.418,0.1335,0.08253,0.02864,0
114/299,7.65G,0.04598,0.006914,0,0.05289,32,640,0.3131,0.6916,0.4336,0.1149,0.07415,0.02772,0
115/299,7.65G,0.0451,0.007172,0,0.05227,41,640,0.3246,0.6954,0.4606,0.1254,0.07504,0.02889,0
116/299,7.65G,0.04339,0.007102,0,0.05049,37,640,0.3973,0.5725,0.4585,0.1224,0.07546,0.02689,0
117/299,7.65G,0.04568,0.007339,0,0.05302,29,640,0.7452,0.3588,0.5071,0.1389,0.07238,0.02736,0
118/299,7.65G,0.04448,0.00698,0,0.05146,28,640,0.5327,0.413,0.5153,0.1733,0.07269,0.02706,0
119/299,7.65G,0.04392,0.007699,0,0.05162,51,640,0.2272,0.4836,0.2503,0.08112,0.07301,0.0303,0
120/299,7.65G,0.04371,0.007464,0,0.05117,52,640,0.3583,0.5832,0.4489,0.1612,0.06979,0.03085,0
121/299,7.65G,0.04308,0.007165,0,0.05025,32,640,0.2718,0.4985,0.2962,0.08706,0.07351,0.02697,0
122/299,7.65G,0.04436,0.007274,0,0.05164,41,640,0.3942,0.6054,0.4705,0.153,0.07428,0.0274,0
123/299,7.65G,0.04351,0.007041,0,0.05055,42,640,0.7057,0.4012,0.5533,0.1984,0.07063,0.02942,0
124/299,7.65G,0.04328,0.006873,0,0.05016,34,640,0.638,0.3972,0.5247,0.2082,0.07066,0.0315,0
125/299,7.65G,0.0414,0.007163,0,0.04856,43,640,0.4908,0.5764,0.5781,0.205,0.07258,0.02768,0
126/299,7.65G,0.04188,0.007216,0,0.04909,55,640,0.538,0.4352,0.5179,0.1944,0.0699,0.02802,0
127/299,7.65G,0.04303,0.00713,0,0.05016,40,640,0.5003,0.6364,0.5823,0.2069,0.06951,0.02826,0
128/299,7.65G,0.04351,0.007133,0,0.05064,49,640,0.379,0.6354,0.4908,0.1722,0.07016,0.02782,0
129/299,7.65G,0.04309,0.007208,0,0.0503,59,640,0.429,0.6547,0.5175,0.191,0.07127,0.02678,0
130/299,7.65G,0.04267,0.007566,0,0.05024,56,640,0.5833,0.4391,0.5298,0.1911,0.0736,0.02585,0
131/299,7.65G,0.0412,0.007118,0,0.04832,44,640,0.5979,0.4662,0.5506,0.1877,0.07195,0.02643,0
132/299,7.65G,0.04239,0.007351,0,0.04974,65,640,0.3603,0.5928,0.4745,0.1692,0.07091,0.03001,0
133/299,7.65G,0.04197,0.007035,0,0.049,43,640,0.5773,0.5513,0.5761,0.1949,0.07062,0.03095,0
134/299,7.65G,0.04122,0.007106,0,0.04833,40,640,0.5931,0.5397,0.5979,0.201,0.07191,0.02802,0
135/299,7.65G,0.04028,0.007165,0,0.04745,59,640,0.5876,0.5636,0.5789,0.2175,0.06951,0.02928,0
136/299,7.65G,0.04066,0.006702,0,0.04736,20,640,0.5648,0.5347,0.546,0.2032,0.06999,0.02888,0
137/299,7.65G,0.04021,0.007383,0,0.04759,50,640,0.4553,0.6184,0.5074,0.2068,0.06799,0.02921,0
138/299,7.65G,0.04146,0.006974,0,0.04844,38,640,0.4352,0.6624,0.5015,0.2108,0.06961,0.02907,0
139/299,7.65G,0.03999,0.007031,0,0.04702,37,640,0.7339,0.4091,0.5469,0.234,0.07024,0.02821,0
140/299,7.65G,0.03948,0.0072,0,0.04668,48,640,0.5452,0.5329,0.57,0.2172,0.06871,0.02882,0
141/299,7.65G,0.03922,0.006854,0,0.04608,52,640,0.442,0.6605,0.5738,0.2411,0.06931,0.02811,0
142/299,7.65G,0.03938,0.006819,0,0.0462,53,640,0.5874,0.4777,0.5483,0.2227,0.06992,0.02703,0
143/299,7.65G,0.03976,0.006851,0,0.04661,33,640,0.5592,0.4536,0.5159,0.1984,0.06901,0.02879,0
144/299,7.65G,0.03898,0.006602,0,0.04558,37,640,0.6471,0.4778,0.5355,0.2277,0.06967,0.02877,0
145/299,7.65G,0.03886,0.006763,0,0.04562,51,640,0.7123,0.4294,0.5155,0.2394,0.06908,0.03041,0
146/299,7.65G,0.04003,0.007039,0,0.04707,36,640,0.5006,0.5667,0.5169,0.2244,0.06533,0.03114,0
147/299,7.65G,0.04016,0.006444,0,0.04661,26,640,0.4377,0.4565,0.4568,0.198,0.06648,0.0324,0
148/299,7.65G,0.03876,0.006846,0,0.04561,48,640,0.5505,0.5251,0.5594,0.2175,0.06522,0.02987,0
149/299,7.65G,0.03907,0.006844,0,0.04592,37,640,0.5126,0.5271,0.5191,0.2137,0.06564,0.03076,0
150/299,7.65G,0.03853,0.006815,0,0.04535,50,640,0.4986,0.5745,0.5185,0.2066,0.06787,0.02906,0
151/299,7.65G,0.03787,0.006946,0,0.04481,35,640,0.4514,0.5752,0.5139,0.2232,0.07141,0.02721,0
152/299,7.65G,0.03862,0.006447,0,0.04506,42,640,0.6329,0.4635,0.5713,0.233,0.07162,0.02681,0
153/299,7.65G,0.03848,0.006638,0,0.04512,45,640,0.5997,0.4932,0.5757,0.2548,0.07037,0.02736,0
154/299,7.65G,0.03787,0.00656,0,0.04443,43,640,0.7342,0.4439,0.5582,0.2491,0.06913,0.03019,0
155/299,7.65G,0.03809,0.006803,0,0.04489,40,640,0.6609,0.4739,0.5675,0.2427,0.07023,0.02836,0
156/299,7.65G,0.03823,0.006459,0,0.04469,35,640,0.6597,0.5106,0.5748,0.2658,0.07042,0.02894,0
157/299,7.65G,0.0371,0.006484,0,0.04358,45,640,0.7967,0.4313,0.5855,0.2545,0.06642,0.03073,0
158/299,7.65G,0.03693,0.006655,0,0.04359,51,640,0.5325,0.44,0.5055,0.2122,0.06512,0.0311,0
159/299,7.65G,0.03761,0.006776,0,0.04439,52,640,0.4713,0.5609,0.5262,0.2407,0.06438,0.03162,0
160/299,7.65G,0.0384,0.006273,0,0.04467,39,640,0.4886,0.5561,0.5025,0.2282,0.06434,0.03092,0
161/299,7.65G,0.03775,0.006779,0,0.04453,50,640,0.5487,0.5492,0.5232,0.2426,0.06518,0.0299,0
162/299,7.65G,0.03567,0.006646,0,0.04232,43,640,0.564,0.5928,0.5857,0.2842,0.06638,0.02966,0
163/299,7.65G,0.03824,0.007004,0,0.04524,55,640,0.5657,0.5851,0.5822,0.2921,0.06686,0.02901,0
164/299,7.65G,0.03705,0.006826,0,0.04387,49,640,0.5592,0.587,0.5876,0.2841,0.06559,0.02888,0
165/299,7.65G,0.03795,0.006628,0,0.04458,55,640,0.7305,0.4749,0.606,0.2805,0.06569,0.02984,0
166/299,7.65G,0.03893,0.006228,0,0.04515,31,640,0.5842,0.5097,0.5542,0.2476,0.06655,0.02965,0
167/299,7.65G,0.03819,0.006402,0,0.04459,42,640,0.6793,0.467,0.5824,0.2726,0.06689,0.0307,0
168/299,7.65G,0.03758,0.006463,0,0.04405,46,640,0.6262,0.589,0.6069,0.2922,0.06856,0.03049,0
169/299,7.65G,0.03572,0.006697,0,0.04242,61,640,0.5068,0.6071,0.584,0.2601,0.06827,0.0297,0
170/299,7.65G,0.03696,0.006195,0,0.04316,31,640,0.5525,0.559,0.5885,0.2761,0.06469,0.03005,0
171/299,7.65G,0.03726,0.006751,0,0.04402,42,640,0.6148,0.5319,0.5758,0.2389,0.06522,0.02924,0
172/299,7.65G,0.03838,0.00632,0,0.0447,28,640,0.5827,0.4971,0.5425,0.222,0.06762,0.02755,0
173/299,7.65G,0.0373,0.006326,0,0.04362,33,640,0.5978,0.4874,0.5794,0.2567,0.06856,0.02815,0
174/299,7.65G,0.03723,0.006307,0,0.04354,44,640,0.6004,0.5416,0.5857,0.2669,0.06865,0.02967,0
175/299,7.65G,0.03551,0.006685,0,0.0422,61,640,0.7177,0.4555,0.5865,0.285,0.06792,0.03051,0
176/299,7.65G,0.03668,0.00643,0,0.04311,44,640,0.5725,0.5635,0.6101,0.3055,0.06555,0.03115,0
177/299,7.65G,0.03711,0.006175,0,0.04328,55,640,0.7509,0.4275,0.5604,0.2753,0.06779,0.03204,0
178/299,7.65G,0.03684,0.006337,0,0.04318,37,640,0.8803,0.4072,0.5731,0.2827,0.06778,0.03058,0
179/299,7.65G,0.03641,0.006083,0,0.04249,50,640,0.8305,0.4778,0.6213,0.2874,0.0668,0.02968,0
180/299,7.65G,0.03739,0.006422,0,0.04381,42,640,0.8212,0.4836,0.6452,0.3103,0.067,0.03007,0
181/299,7.65G,0.03775,0.00641,0,0.04416,68,640,0.7977,0.5116,0.6548,0.3097,0.06635,0.03108,0
182/299,7.65G,0.03428,0.006501,0,0.04079,44,640,0.5554,0.619,0.6464,0.3091,0.06531,0.02938,0
183/299,7.65G,0.03654,0.006154,0,0.04269,47,640,0.7832,0.4716,0.6488,0.3091,0.06422,0.03054,0
184/299,7.65G,0.03752,0.006456,0,0.04397,62,640,0.6727,0.6181,0.6578,0.3062,0.06581,0.02861,0
185/299,7.65G,0.03506,0.006542,0,0.0416,59,640,0.6957,0.6214,0.6746,0.3216,0.06559,0.0288,0
186/299,7.65G,0.03529,0.006106,0,0.0414,24,640,0.6639,0.6044,0.6881,0.3265,0.06423,0.02926,0
187/299,7.65G,0.03465,0.006303,0,0.04095,51,640,0.8514,0.4931,0.6638,0.3097,0.06318,0.03036,0
188/299,7.65G,0.03288,0.006201,0,0.03908,37,640,0.6564,0.5909,0.6674,0.3249,0.0634,0.0304,0
189/299,7.65G,0.03418,0.006193,0,0.04038,43,640,0.6495,0.5338,0.6378,0.3135,0.06316,0.03148,0
190/299,7.65G,0.03426,0.006225,0,0.04049,46,640,0.6688,0.5735,0.6519,0.3163,0.06249,0.03049,0
191/299,7.65G,0.0331,0.006351,0,0.03946,60,640,0.5984,0.6151,0.653,0.319,0.06349,0.03039,0
192/299,7.65G,0.03372,0.006484,0,0.04021,43,640,0.8362,0.4592,0.6324,0.3207,0.06313,0.03199,0
193/299,7.65G,0.03425,0.00618,0,0.04043,28,640,0.6187,0.5174,0.6159,0.3146,0.06373,0.03131,0
194/299,7.65G,0.03424,0.006493,0,0.04073,62,640,0.693,0.647,0.7036,0.357,0.06385,0.02832,0
195/299,7.65G,0.03269,0.006133,0,0.03883,44,640,0.6656,0.5803,0.6685,0.3235,0.06462,0.0297,0
196/299,7.65G,0.03442,0.006173,0,0.04059,58,640,0.802,0.4391,0.6061,0.2873,0.06512,0.03273,0
197/299,7.65G,0.03492,0.006111,0,0.04103,39,640,0.782,0.5064,0.6695,0.3248,0.06368,0.03096,0
198/299,7.65G,0.03261,0.006116,0,0.03873,46,640,0.6467,0.6219,0.6748,0.3386,0.0627,0.03131,0
199/299,7.65G,0.0345,0.006223,0,0.04072,49,640,0.8311,0.4807,0.6576,0.3069,0.06392,0.03083,0
200/299,7.65G,0.03324,0.006068,0,0.03931,62,640,0.8039,0.4739,0.6356,0.3002,0.06617,0.03122,0
201/299,7.65G,0.03345,0.006277,0,0.03972,48,640,0.7967,0.4777,0.6415,0.3067,0.06771,0.03057,0
202/299,7.65G,0.03424,0.006411,0,0.04066,52,640,0.6166,0.617,0.6596,0.306,0.06499,0.02939,0
203/299,7.65G,0.03398,0.006343,0,0.04032,46,640,0.6602,0.6489,0.6758,0.3308,0.06467,0.02948,0
204/299,7.65G,0.03305,0.006015,0,0.03907,24,640,0.668,0.617,0.6804,0.3411,0.06323,0.0302,0
205/299,7.65G,0.03449,0.006121,0,0.04062,45,640,0.7183,0.5957,0.6857,0.3287,0.06276,0.03059,0
206/299,7.65G,0.03323,0.006272,0,0.0395,40,640,0.6534,0.6451,0.6962,0.3363,0.06357,0.03015,0
207/299,7.65G,0.03365,0.005878,0,0.03952,41,640,0.5976,0.5667,0.6405,0.3148,0.06338,0.03083,0
208/299,7.65G,0.03401,0.006188,0,0.04019,55,640,0.7396,0.5445,0.6659,0.315,0.06344,0.02954,0
209/299,7.65G,0.03409,0.006245,0,0.04033,19,640,0.68,0.5919,0.67,0.3186,0.06165,0.02979,0
210/299,7.65G,0.03408,0.005853,0,0.03993,36,640,0.7454,0.5095,0.6372,0.3185,0.06035,0.0318,0
211/299,7.65G,0.03306,0.005949,0,0.03901,32,640,0.7763,0.4265,0.605,0.3021,0.06089,0.03256,0
212/299,7.65G,0.03311,0.006192,0,0.0393,43,640,0.6198,0.5426,0.6285,0.3113,0.06042,0.03271,0
213/299,7.65G,0.03373,0.005991,0,0.03972,32,640,0.6228,0.6035,0.658,0.3327,0.05962,0.0317,0
214/299,7.65G,0.03276,0.006092,0,0.03885,37,640,0.6963,0.5648,0.6878,0.3384,0.06067,0.03009,0
215/299,7.65G,0.03231,0.006087,0,0.03839,40,640,0.7203,0.5529,0.6741,0.3193,0.06163,0.03136,0
216/299,7.65G,0.03136,0.006244,0,0.0376,45,640,0.6569,0.6186,0.6727,0.3286,0.06023,0.03139,0
217/299,7.65G,0.03252,0.0059,0,0.03842,47,640,0.5686,0.6605,0.6559,0.3212,0.06091,0.03044,0
218/299,7.65G,0.03305,0.006076,0,0.03913,35,640,0.6542,0.6161,0.687,0.3317,0.06126,0.02976,0
219/299,7.65G,0.03256,0.005395,0,0.03795,42,640,0.6456,0.617,0.6953,0.341,0.06034,0.03112,0
220/299,7.65G,0.03546,0.005771,0,0.04123,44,640,0.6928,0.559,0.6608,0.3285,0.05999,0.03217,0
221/299,7.65G,0.03314,0.006087,0,0.03923,51,640,0.7467,0.5617,0.6737,0.3346,0.06075,0.03051,0
222/299,7.65G,0.03292,0.005764,0,0.03869,42,640,0.6421,0.5948,0.6677,0.3418,0.06051,0.03043,0
223/299,7.65G,0.03393,0.006176,0,0.0401,43,640,0.6364,0.6448,0.685,0.329,0.06226,0.02916,0
224/299,7.65G,0.03424,0.005979,0,0.04022,40,640,0.5731,0.6083,0.6392,0.3023,0.06094,0.03184,0
225/299,7.65G,0.03247,0.00589,0,0.03836,46,640,0.7129,0.5029,0.6382,0.3165,0.06192,0.0319,0
226/299,7.65G,0.0323,0.00564,0,0.03794,22,640,0.7047,0.4826,0.635,0.3022,0.06306,0.03118,0
