epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
225/299,17.2G,0.02939,0.008008,0,0.0374,204,640,0.9315,0.8985,0.9574,0.6321,0.05863,0.01858,0
226/299,17.2G,0.02872,0.008209,0,0.03693,173,640,0.9395,0.8797,0.9535,0.6397,0.05847,0.01844,0
227/299,17.2G,0.02886,0.008761,0,0.03762,207,640,0.9302,0.8821,0.9508,0.6313,0.05851,0.01861,0
228/299,17.2G,0.02874,0.008146,0,0.03689,185,640,0.9294,0.9008,0.9538,0.6289,0.05841,0.01887,0
229/299,17.2G,0.02873,0.008226,0,0.03696,170,640,0.9169,0.9102,0.9516,0.6349,0.05764,0.01909,0
230/299,17.2G,0.02749,0.008373,0,0.03586,138,640,0.9513,0.8774,0.952,0.6409,0.05785,0.01899,0
231/299,17.2G,0.02818,0.008089,0,0.03627,177,640,0.938,0.8915,0.9537,0.6404,0.05784,0.01893,0
232/299,17.2G,0.02948,0.008058,0,0.03754,183,640,0.9253,0.9057,0.9546,0.6388,0.05886,0.01849,0
233/299,17.2G,0.02861,0.008346,0,0.03695,178,640,0.94,0.8868,0.9511,0.6347,0.05928,0.01833,0
234/299,17.2G,0.02833,0.008373,0,0.0367,197,640,0.9009,0.9221,0.9543,0.6348,0.05973,0.01835,0
235/299,17.2G,0.02934,0.008204,0,0.03755,169,640,0.8949,0.9245,0.9543,0.6318,0.06032,0.01844,0
236/299,17.2G,0.02737,0.008162,0,0.03553,180,640,0.9007,0.9198,0.9585,0.6372,0.05917,0.01859,0
237/299,17.2G,0.02811,0.008515,0,0.03662,230,640,0.9101,0.9078,0.9563,0.6405,0.05877,0.01859,0
238/299,17.2G,0.02854,0.007812,0,0.03635,204,640,0.9403,0.8939,0.954,0.6408,0.05905,0.01849,0
239/299,17.2G,0.02795,0.008233,0,0.03619,210,640,0.9384,0.8984,0.9528,0.6429,0.05858,0.01851,0
240/299,17.2G,0.02772,0.007942,0,0.03566,159,640,0.9429,0.8962,0.9587,0.6411,0.05787,0.01886,0
241/299,17.2G,0.0268,0.008048,0,0.03485,201,640,0.9234,0.9103,0.9582,0.6378,0.05829,0.01878,0
242/299,17.2G,0.02979,0.008245,0,0.03803,182,640,0.8979,0.934,0.9604,0.6369,0.05755,0.01906,0
243/299,17.2G,0.02641,0.007832,0,0.03424,193,640,0.9108,0.9151,0.9552,0.6363,0.05758,0.01915,0
244/299,17.2G,0.02758,0.008215,0,0.0358,217,640,0.9045,0.9175,0.9576,0.6434,0.0577,0.019,0
245/299,17.2G,0.0288,0.00824,0,0.03705,183,640,0.9108,0.9151,0.957,0.6482,0.05776,0.01866,0
246/299,17.2G,0.02859,0.008294,0,0.03688,191,640,0.9535,0.875,0.957,0.6446,0.05774,0.01867,0
247/299,17.2G,0.02761,0.007833,0,0.03545,178,640,0.9127,0.9175,0.9589,0.6443,0.05761,0.01881,0
248/299,17.2G,0.02764,0.008028,0,0.03567,205,640,0.9053,0.9241,0.9596,0.6411,0.05777,0.01865,0
249/299,17.2G,0.02701,0.008243,0,0.03525,215,640,0.9128,0.9151,0.9607,0.6384,0.05754,0.01886,0
250/299,17.2G,0.02851,0.008424,0,0.03694,222,640,0.9095,0.9244,0.9569,0.6406,0.05706,0.01908,0
251/299,17.2G,0.02784,0.008303,0,0.03614,194,640,0.9149,0.9123,0.9551,0.6424,0.05739,0.01892,0
252/299,17.2G,0.02872,0.008036,0,0.03675,163,640,0.888,0.9363,0.9528,0.6355,0.05724,0.01918,0
253/299,17.2G,0.0288,0.008351,0,0.03715,205,640,0.9135,0.922,0.9558,0.6343,0.05694,0.01953,0
254/299,17.2G,0.02683,0.008197,0,0.03502,194,640,0.9362,0.9009,0.9577,0.6423,0.05657,0.01928,0
255/299,17.2G,0.02747,0.008206,0,0.03568,189,640,0.9238,0.9151,0.9543,0.6422,0.05656,0.01944,0
256/299,17.2G,0.02675,0.007994,0,0.03474,213,640,0.917,0.9126,0.9547,0.647,0.05664,0.01928,0
257/299,17.2G,0.02817,0.008103,0,0.03627,193,640,0.9259,0.9151,0.9569,0.652,0.05682,0.01929,0
258/299,17.2G,0.0278,0.008597,0,0.03639,211,640,0.9135,0.9222,0.955,0.649,0.05728,0.01919,0
259/299,17.2G,0.02651,0.007953,0,0.03446,136,640,0.9115,0.9245,0.9575,0.6481,0.05733,0.01897,0
260/299,17.2G,0.02887,0.008098,0,0.03697,168,640,0.9215,0.9151,0.9574,0.6483,0.05717,0.01933,0
261/299,17.2G,0.02702,0.007812,0,0.03483,223,640,0.8916,0.9504,0.959,0.6497,0.05715,0.0191,0
262/299,17.2G,0.02791,0.008238,0,0.03614,234,640,0.8931,0.9456,0.9583,0.6446,0.05731,0.01883,0
263/299,17.2G,0.0271,0.008414,0,0.03551,227,640,0.9368,0.9104,0.9606,0.6408,0.05717,0.01903,0
264/299,17.2G,0.02764,0.007812,0,0.03545,193,640,0.9369,0.9104,0.957,0.6406,0.05721,0.01886,0
265/299,17.2G,0.02837,0.007829,0,0.0362,204,640,0.9078,0.9292,0.955,0.6421,0.05723,0.01902,0
266/299,17.2G,0.02663,0.008541,0,0.03517,206,640,0.8982,0.9362,0.9559,0.6467,0.05695,0.0192,0
267/299,17.2G,0.02777,0.008254,0,0.03603,157,640,0.9215,0.9151,0.9514,0.6414,0.05701,0.01934,0
268/299,17.2G,0.0268,0.008175,0,0.03497,203,640,0.9133,0.9198,0.9539,0.641,0.05744,0.01934,0
269/299,17.2G,0.02712,0.007973,0,0.03509,212,640,0.9337,0.8962,0.9544,0.6396,0.05732,0.01914,0
270/299,17.2G,0.02783,0.008033,0,0.03586,157,640,0.938,0.8939,0.9568,0.6448,0.05754,0.01871,0
271/299,17.2G,0.02704,0.008193,0,0.03523,222,640,0.9151,0.9149,0.9587,0.6432,0.05734,0.01885,0
272/299,17.2G,0.02758,0.008152,0,0.03574,233,640,0.9178,0.9104,0.9569,0.6406,0.05721,0.01896,0
273/299,17.2G,0.02579,0.008481,0,0.03428,222,640,0.9147,0.9104,0.9573,0.6378,0.05699,0.01893,0
274/299,17.2G,0.02619,0.008054,0,0.03425,176,640,0.925,0.9033,0.9582,0.64,0.05698,0.01882,0
275/299,17.2G,0.02814,0.007832,0,0.03597,160,640,0.9123,0.908,0.9587,0.6443,0.05713,0.01901,0
276/299,17.2G,0.02682,0.007868,0,0.03469,205,640,0.9149,0.9126,0.9534,0.643,0.057,0.01909,0
277/299,17.2G,0.0271,0.00783,0,0.03493,182,640,0.9336,0.9009,0.9528,0.6429,0.05694,0.01915,0
278/299,17.2G,0.02646,0.008007,0,0.03447,211,640,0.9361,0.8985,0.9536,0.6408,0.05713,0.01915,0
279/299,17.2G,0.0265,0.008356,0,0.03486,199,640,0.9316,0.9009,0.9562,0.6388,0.05679,0.01931,0
280/299,17.2G,0.02699,0.008408,0,0.0354,175,640,0.9255,0.908,0.9532,0.6384,0.05683,0.01925,0
281/299,17.2G,0.02768,0.007509,0,0.03519,224,640,0.9279,0.9103,0.9569,0.6413,0.05699,0.01927,0
282/299,17.2G,0.02714,0.007977,0,0.03512,174,640,0.9279,0.9102,0.9577,0.6407,0.05684,0.01909,0
283/299,17.2G,0.02625,0.008411,0,0.03466,233,640,0.9174,0.9175,0.9604,0.6481,0.05652,0.01938,0
284/299,17.2G,0.02754,0.008028,0,0.03557,173,640,0.9053,0.9245,0.9591,0.6463,0.0564,0.01942,0
285/299,17.2G,0.0269,0.008085,0,0.03499,226,640,0.9143,0.9054,0.9583,0.6464,0.05628,0.0194,0
286/299,17.2G,0.02761,0.008159,0,0.03577,220,640,0.9229,0.9033,0.9591,0.6445,0.0561,0.01931,0
287/299,17.2G,0.0278,0.008562,0,0.03636,223,640,0.9151,0.9146,0.9605,0.6418,0.05612,0.0191,0
288/299,17.2G,0.02574,0.008066,0,0.03381,209,640,0.9341,0.9032,0.9577,0.6442,0.05648,0.01917,0
289/299,17.2G,0.026,0.008282,0,0.03428,162,640,0.9426,0.8914,0.9551,0.6451,0.05668,0.0193,0
290/299,17.2G,0.02711,0.007885,0,0.03499,152,640,0.917,0.912,0.9553,0.6465,0.05662,0.01921,0
291/299,17.2G,0.02694,0.007337,0,0.03428,191,640,0.9093,0.9221,0.9526,0.6446,0.05626,0.01935,0
292/299,17.2G,0.02727,0.00791,0,0.03518,154,640,0.9112,0.9198,0.9543,0.6442,0.05636,0.0193,0
293/299,17.2G,0.02714,0.008267,0,0.0354,195,640,0.9127,0.9151,0.9549,0.6428,0.05684,0.01894,0
294/299,17.2G,0.02747,0.008308,0,0.03578,242,640,0.9095,0.9243,0.9526,0.6432,0.05693,0.01894,0
295/299,17.2G,0.02678,0.007975,0,0.03475,213,640,0.9113,0.9222,0.9548,0.643,0.05669,0.01927,0
296/299,17.2G,0.0277,0.00782,0,0.03552,179,640,0.9011,0.9245,0.9557,0.6419,0.05661,0.01929,0
297/299,17.2G,0.0261,0.007511,0,0.03361,160,640,0.9373,0.8844,0.9558,0.641,0.05719,0.01907,0
298/299,17.2G,0.02649,0.007569,0,0.03406,171,640,0.9065,0.9149,0.9585,0.6376,0.05702,0.0193,0
299/299,17.2G,0.02711,0.008006,0,0.03512,183,640,0.8919,0.934,0.9576,0.6414,0.05626,0.01951,0
