                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5744,                 2.2978,                 1.5155,                0.71862,                0.66981,                0.72134,                0.37847,                 1.5345,                 3.1942,                  1.512,                0.00054,                0.00054,                0.00054
                      2,                 1.3722,                 1.2934,                 1.3169,                0.12101,                0.29481,                0.07072,                0.02959,                 2.2835,                 32.043,                 5.1487,              0.0010964,              0.0010964,              0.0010964
                      3,                  1.409,                 1.1795,                 1.3443,                0.35625,                0.48349,                0.32294,                0.13012,                 1.9989,                 3.2073,                 2.6205,               0.001649,               0.001649,               0.001649
                      4,                 1.4372,                 1.1745,                 1.3651,                0.30978,                0.52594,                0.27016,                0.13013,                 1.7242,                 5.7816,                 1.8409,              0.0019802,              0.0019802,              0.0019802
                      5,                 1.3842,                 1.0922,                 1.3319,                 0.2397,                0.37996,                0.19345,                0.08745,                 1.8306,                 8.5496,                  2.198,              0.0019802,              0.0019802,              0.0019802
                      6,                 1.3406,                0.99537,                 1.3063,                0.53312,                0.45782,                0.45516,                0.24664,                 1.6618,                 2.6408,                 1.8483,              0.0019736,              0.0019736,              0.0019736
                      7,                 1.2972,                0.99937,                 1.2879,                0.54768,                0.55896,                0.52344,                0.26338,                 1.7122,                 2.1077,                 1.7333,               0.001967,               0.001967,               0.001967
                      8,                 1.3122,                 1.0169,                 1.3191,                0.70744,                0.71934,                0.73893,                0.42117,                 1.4583,                 1.5176,                 1.4887,              0.0019604,              0.0019604,              0.0019604
                      9,                 1.2824,                0.91454,                 1.2846,                0.83009,                0.83019,                0.87769,                0.55583,                 1.3686,                0.99962,                  1.428,              0.0019538,              0.0019538,              0.0019538
                     10,                  1.281,                0.92121,                 1.2857,                0.82489,                 0.8467,                0.86998,                0.54012,                 1.3239,                 1.1102,                 1.3594,              0.0019472,              0.0019472,              0.0019472
