epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
222/299,17.4G,0.02905,0.008465,0,0.03751,195,640,0.9101,0.908,0.9423,0.6221,0.05695,0.01985,0
223/299,17.4G,0.02997,0.008554,0,0.03852,226,640,0.9343,0.9057,0.9478,0.6174,0.05799,0.0193,0
224/299,17.4G,0.02881,0.008733,0,0.03754,217,640,0.9312,0.8938,0.9483,0.6215,0.05717,0.01934,0
225/299,17.4G,0.02896,0.008138,0,0.03709,204,640,0.9148,0.9151,0.9527,0.6322,0.0565,0.01942,0
226/299,17.4G,0.02842,0.00832,0,0.03674,173,640,0.9273,0.9028,0.9553,0.6281,0.05694,0.01931,0
227/299,17.4G,0.02866,0.008861,0,0.03752,207,640,0.9203,0.9009,0.9523,0.6368,0.0571,0.01941,0
228/299,17.4G,0.02818,0.008255,0,0.03644,185,640,0.9265,0.8915,0.9538,0.63,0.05762,0.01952,0
229/299,17.4G,0.02892,0.008368,0,0.03729,170,640,0.9266,0.8938,0.9502,0.6282,0.0566,0.01974,0
230/299,17.4G,0.02793,0.00845,0,0.03638,138,640,0.9238,0.8868,0.9464,0.6261,0.05637,0.01958,0
231/299,17.4G,0.02851,0.008214,0,0.03672,177,640,0.8879,0.9175,0.9428,0.6287,0.05604,0.0196,0
232/299,17.4G,0.02893,0.008046,0,0.03698,183,640,0.9011,0.9241,0.953,0.6394,0.05558,0.01976,0
233/299,17.4G,0.0287,0.008409,0,0.0371,178,640,0.9013,0.9269,0.9547,0.6337,0.05576,0.0197,0
234/299,17.4G,0.02786,0.008482,0,0.03634,197,640,0.9192,0.9126,0.9562,0.632,0.05593,0.01956,0
235/299,17.4G,0.03004,0.008443,0,0.03849,169,640,0.916,0.9269,0.9553,0.6285,0.0555,0.01977,0
236/299,17.4G,0.02769,0.008355,0,0.03604,180,640,0.9296,0.9031,0.9551,0.6323,0.055,0.02006,0
237/299,17.4G,0.02867,0.008732,0,0.0374,230,640,0.9114,0.9222,0.9577,0.6326,0.05505,0.01995,0
238/299,17.4G,0.02854,0.00797,0,0.03651,204,640,0.9122,0.931,0.9565,0.632,0.05545,0.01979,0
239/299,17.4G,0.02798,0.008287,0,0.03626,210,640,0.9366,0.908,0.9587,0.6398,0.05455,0.02,0
240/299,17.4G,0.02817,0.007991,0,0.03616,159,640,0.9079,0.934,0.9569,0.6387,0.05429,0.02012,0
241/299,17.4G,0.02696,0.007989,0,0.03495,201,640,0.9076,0.9269,0.9573,0.6307,0.05526,0.01989,0
242/299,17.4G,0.02989,0.008272,0,0.03816,182,640,0.9277,0.908,0.9565,0.6337,0.05508,0.01981,0
243/299,17.4G,0.02687,0.007877,0,0.03475,193,640,0.9114,0.9222,0.9579,0.6447,0.05557,0.01974,0
244/299,17.4G,0.02823,0.008292,0,0.03653,217,640,0.9319,0.9031,0.9596,0.6437,0.05567,0.01982,0
245/299,17.4G,0.02884,0.008221,0,0.03706,183,640,0.9337,0.8986,0.9584,0.6418,0.05596,0.01951,0
246/299,17.4G,0.02843,0.008439,0,0.03687,191,640,0.9091,0.9222,0.9572,0.6417,0.05594,0.01971,0
247/299,17.4G,0.02775,0.007968,0,0.03572,178,640,0.9192,0.9127,0.9525,0.6365,0.05658,0.01973,0
248/299,17.4G,0.02809,0.008146,0,0.03624,205,640,0.945,0.8939,0.9552,0.6331,0.05705,0.01936,0
249/299,17.4G,0.02658,0.008408,0,0.03499,215,640,0.9214,0.9127,0.9551,0.6331,0.05653,0.0196,0
250/299,17.4G,0.02855,0.008406,0,0.03695,222,640,0.9095,0.9245,0.9567,0.6352,0.05597,0.01957,0
251/299,17.4G,0.02797,0.008343,0,0.03631,194,640,0.9019,0.9387,0.9559,0.6392,0.05572,0.01958,0
252/299,17.4G,0.02917,0.008201,0,0.03737,163,640,0.9158,0.9245,0.9578,0.6367,0.0555,0.01954,0
253/299,17.4G,0.02857,0.008335,0,0.0369,205,640,0.9038,0.9316,0.9557,0.6349,0.05548,0.01987,0
254/299,17.4G,0.02791,0.008211,0,0.03612,194,640,0.9238,0.9175,0.9505,0.6354,0.05562,0.0197,0
255/299,17.4G,0.02735,0.008264,0,0.03562,189,640,0.9261,0.9175,0.9522,0.6349,0.0554,0.01985,0
256/299,17.4G,0.02705,0.008092,0,0.03514,213,640,0.9176,0.9196,0.9531,0.6374,0.05509,0.01991,0
257/299,17.4G,0.02846,0.00827,0,0.03673,193,640,0.9057,0.9288,0.953,0.6436,0.05473,0.0199,0
258/299,17.4G,0.0283,0.008722,0,0.03702,211,640,0.918,0.9245,0.9566,0.6402,0.05499,0.01989,0
259/299,17.4G,0.02738,0.007967,0,0.03535,136,640,0.9139,0.9268,0.9558,0.6371,0.05531,0.01984,0
260/299,17.4G,0.02839,0.008219,0,0.03661,168,640,0.917,0.9385,0.9572,0.6403,0.05556,0.01994,0
261/299,17.4G,0.02644,0.007851,0,0.03429,223,640,0.9139,0.9269,0.9548,0.637,0.05603,0.0197,0
262/299,17.4G,0.02784,0.008272,0,0.03611,234,640,0.9137,0.9245,0.9541,0.6347,0.05587,0.01973,0
263/299,17.4G,0.02741,0.00837,0,0.03578,227,640,0.9161,0.9292,0.9539,0.6356,0.05549,0.01969,0
264/299,17.4G,0.02812,0.007889,0,0.03601,193,640,0.9318,0.9033,0.9554,0.6386,0.05524,0.01972,0
265/299,17.4G,0.02845,0.007947,0,0.0364,204,640,0.9211,0.9151,0.9541,0.6339,0.05479,0.0199,0
266/299,17.4G,0.02702,0.008555,0,0.03557,206,640,0.9097,0.9268,0.9565,0.6359,0.05451,0.01999,0
267/299,17.4G,0.0279,0.008343,0,0.03624,157,640,0.9116,0.9245,0.9598,0.6436,0.0546,0.02006,0
268/299,17.4G,0.02777,0.008291,0,0.03606,203,640,0.8961,0.9363,0.9581,0.637,0.0553,0.01986,0
269/299,17.4G,0.02758,0.00803,0,0.03561,212,640,0.9129,0.9151,0.9576,0.6383,0.05524,0.01991,0
270/299,17.4G,0.02821,0.008175,0,0.03638,157,640,0.9171,0.9127,0.9569,0.6405,0.05531,0.01973,0
271/299,17.4G,0.02675,0.008262,0,0.03502,222,640,0.9055,0.9268,0.9566,0.6425,0.05522,0.01987,0
272/299,17.4G,0.02798,0.008144,0,0.03612,233,640,0.9153,0.9174,0.9579,0.6426,0.05495,0.0201,0
273/299,17.4G,0.02678,0.008509,0,0.03529,222,640,0.9097,0.9265,0.9565,0.6364,0.05474,0.02008,0
274/299,17.4G,0.02624,0.008059,0,0.0343,176,640,0.9173,0.915,0.9556,0.6394,0.05505,0.01986,0
275/299,17.4G,0.02794,0.007911,0,0.03585,160,640,0.9129,0.9151,0.9554,0.641,0.05541,0.01978,0
276/299,17.4G,0.02734,0.007993,0,0.03534,205,640,0.8931,0.9481,0.9574,0.6407,0.05524,0.01968,0
277/299,17.4G,0.02757,0.007867,0,0.03544,182,640,0.895,0.9458,0.9547,0.6355,0.05509,0.01997,0
278/299,17.4G,0.02688,0.008047,0,0.03493,211,640,0.891,0.9458,0.9539,0.6358,0.05485,0.02011,0
279/299,17.4G,0.02701,0.008489,0,0.0355,199,640,0.9078,0.9292,0.9547,0.6369,0.05474,0.02003,0
280/299,17.4G,0.02758,0.008467,0,0.03605,175,640,0.9149,0.9126,0.9558,0.638,0.05457,0.02007,0
281/299,17.4G,0.02763,0.007684,0,0.03531,224,640,0.9135,0.9222,0.9566,0.6483,0.05437,0.02041,0
282/299,17.4G,0.02735,0.008006,0,0.03536,174,640,0.92,0.922,0.9567,0.6458,0.05441,0.02029,0
283/299,17.4G,0.02669,0.008428,0,0.03511,233,640,0.9223,0.9244,0.9584,0.6422,0.05421,0.02018,0
284/299,17.4G,0.0278,0.008067,0,0.03587,173,640,0.9103,0.9338,0.9581,0.6467,0.05384,0.0202,0
285/299,17.4G,0.02743,0.00808,0,0.03551,226,640,0.9058,0.9316,0.9514,0.6454,0.0542,0.02022,0
286/299,17.4G,0.02786,0.00822,0,0.03609,220,640,0.9062,0.9339,0.9536,0.6456,0.05501,0.01983,0
287/299,17.4G,0.02811,0.008621,0,0.03673,223,640,0.9133,0.9269,0.9552,0.6397,0.05521,0.01972,0
288/299,17.4G,0.0261,0.008147,0,0.03425,209,640,0.9163,0.9292,0.9551,0.6416,0.05532,0.01987,0
289/299,17.4G,0.02623,0.008246,0,0.03447,162,640,0.9161,0.9268,0.955,0.6425,0.0552,0.01986,0
290/299,17.4G,0.02736,0.007951,0,0.03531,152,640,0.8968,0.9434,0.9582,0.6401,0.05539,0.01975,0
291/299,17.4G,0.02697,0.0074,0,0.03437,191,640,0.9101,0.9316,0.9555,0.6429,0.05545,0.01981,0
292/299,17.4G,0.02742,0.007963,0,0.03538,154,640,0.912,0.9292,0.9527,0.6408,0.05526,0.01983,0
293/299,17.4G,0.02743,0.008379,0,0.03581,195,640,0.9133,0.9198,0.9528,0.6386,0.05534,0.01986,0
294/299,17.4G,0.02803,0.008353,0,0.03638,242,640,0.919,0.9104,0.9522,0.6393,0.05582,0.01977,0
295/299,17.4G,0.02689,0.008092,0,0.03498,213,640,0.9275,0.9057,0.9531,0.6441,0.05574,0.01978,0
296/299,17.4G,0.02763,0.007877,0,0.03551,179,640,0.9081,0.934,0.9556,0.6409,0.05537,0.01985,0
297/299,17.4G,0.026,0.007541,0,0.03354,160,640,0.9406,0.8962,0.9539,0.6358,0.05578,0.01955,0
298/299,17.4G,0.02664,0.007665,0,0.0343,171,640,0.9337,0.9009,0.9538,0.6372,0.05585,0.01962,0
299/299,17.4G,0.02743,0.008009,0,0.03543,183,640,0.8966,0.9408,0.9565,0.6379,0.05537,0.01973,0
