epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
223/299,17.7G,0.02777,0.005297,0,0.03307,39,640,0.7295,0.5348,0.6334,0.3489,0.06564,0.04783,0
224/299,17.7G,0.02492,0.005397,0,0.03032,54,640,0.8155,0.496,0.6188,0.345,0.06522,0.04759,0
225/299,17.7G,0.02776,0.005745,0,0.03351,62,640,0.7807,0.5164,0.6186,0.3443,0.06586,0.04676,0
226/299,17.7G,0.02665,0.005361,0,0.03201,41,640,0.7881,0.4998,0.627,0.3467,0.0655,0.04704,0
227/299,17.7G,0.02899,0.005643,0,0.03463,52,640,0.795,0.4749,0.6391,0.35,0.06457,0.04658,0
228/299,17.7G,0.02531,0.0055,0,0.03081,39,640,0.7953,0.4478,0.6306,0.3397,0.06497,0.04564,0
229/299,17.7G,0.02778,0.005658,0,0.03344,38,640,0.7799,0.4691,0.6376,0.3454,0.06582,0.04404,0
230/299,17.7G,0.02872,0.005285,0,0.03401,45,640,0.72,0.5047,0.6365,0.3519,0.06633,0.04395,0
231/299,17.7G,0.02849,0.005326,0,0.03381,40,640,0.7567,0.4932,0.6287,0.345,0.06576,0.04505,0
232/299,17.7G,0.02873,0.005276,0,0.034,31,640,0.7451,0.4981,0.6294,0.3349,0.06546,0.04509,0
233/299,17.7G,0.02689,0.005264,0,0.03216,41,640,0.7281,0.5135,0.6418,0.3379,0.06534,0.0446,0
234/299,17.7G,0.0296,0.005525,0,0.03512,43,640,0.7344,0.5058,0.651,0.3466,0.06431,0.04487,0
235/299,17.7G,0.0274,0.005193,0,0.03259,40,640,0.7366,0.4923,0.6476,0.3516,0.06381,0.04492,0
236/299,17.7G,0.02768,0.005131,0,0.03281,38,640,0.7235,0.501,0.6344,0.3473,0.06432,0.04563,0
237/299,17.7G,0.02701,0.005316,0,0.03232,25,640,0.758,0.4908,0.6218,0.3402,0.06586,0.0465,0
238/299,17.7G,0.02878,0.005364,0,0.03414,40,640,0.8102,0.4913,0.6347,0.3447,0.06618,0.04577,0
239/299,17.7G,0.0287,0.005255,0,0.03395,41,640,0.7839,0.5097,0.6386,0.3516,0.06579,0.04595,0
240/299,17.7G,0.02839,0.005337,0,0.03373,36,640,0.7718,0.5234,0.6285,0.3503,0.0657,0.04695,0
241/299,17.7G,0.02503,0.005181,0,0.03021,38,640,0.8127,0.4951,0.6269,0.3459,0.06568,0.04702,0
242/299,17.7G,0.02909,0.005264,0,0.03435,51,640,0.8121,0.4894,0.6376,0.3428,0.06585,0.04623,0
243/299,17.7G,0.02553,0.005187,0,0.03071,55,640,0.8201,0.4807,0.6387,0.3461,0.06558,0.04664,0
244/299,17.7G,0.02885,0.005353,0,0.03421,56,640,0.7536,0.4998,0.6382,0.3445,0.06552,0.04659,0
245/299,17.7G,0.02845,0.005157,0,0.03361,41,640,0.8004,0.4778,0.6422,0.3455,0.06534,0.04609,0
246/299,17.7G,0.02698,0.005021,0,0.032,22,640,0.7634,0.4778,0.6403,0.344,0.06472,0.04672,0
247/299,17.7G,0.02582,0.005209,0,0.03103,40,640,0.5939,0.5715,0.633,0.3378,0.06479,0.04684,0
248/299,17.7G,0.02826,0.005167,0,0.03343,46,640,0.6228,0.5686,0.6362,0.3396,0.06547,0.04692,0
249/299,17.7G,0.02893,0.005163,0,0.03409,35,640,0.654,0.5538,0.6386,0.3425,0.06553,0.04658,0
250/299,17.7G,0.02781,0.005095,0,0.03291,32,640,0.7118,0.5256,0.6414,0.3416,0.06557,0.04697,0
251/299,17.7G,0.02678,0.005009,0,0.03179,33,640,0.7196,0.5368,0.647,0.3434,0.06562,0.04673,0
252/299,17.7G,0.02667,0.005301,0,0.03197,34,640,0.7638,0.5242,0.6565,0.3471,0.06569,0.04581,0
253/299,17.7G,0.02514,0.005017,0,0.03016,38,640,0.7548,0.5251,0.6549,0.3486,0.06549,0.04606,0
254/299,17.7G,0.02653,0.005172,0,0.03171,33,640,0.6562,0.5658,0.6369,0.3402,0.06549,0.04768,0
255/299,17.7G,0.02825,0.004927,0,0.03318,38,640,0.6405,0.5619,0.6206,0.331,0.06588,0.04886,0
256/299,17.7G,0.02775,0.005087,0,0.03284,45,640,0.7551,0.4816,0.6119,0.325,0.06641,0.04856,0
257/299,17.7G,0.02907,0.005169,0,0.03424,32,640,0.6106,0.549,0.5906,0.3149,0.06747,0.04875,0
258/299,17.7G,0.02759,0.005269,0,0.03286,37,640,0.603,0.5484,0.5908,0.3141,0.06746,0.04871,0
259/299,17.7G,0.02553,0.005479,0,0.03101,43,640,0.6209,0.5464,0.6016,0.3207,0.06672,0.04805,0
260/299,17.7G,0.02872,0.005222,0,0.03394,41,640,0.6225,0.5513,0.6098,0.3296,0.06664,0.048,0
261/299,17.7G,0.02816,0.005219,0,0.03338,58,640,0.6237,0.558,0.6206,0.3317,0.06679,0.04756,0
262/299,17.7G,0.02692,0.005267,0,0.03219,45,640,0.636,0.5628,0.6326,0.3353,0.06602,0.04658,0
263/299,17.7G,0.02492,0.005252,0,0.03017,43,640,0.5833,0.5957,0.6302,0.3317,0.06589,0.04631,0
264/299,17.7G,0.02781,0.005193,0,0.03301,43,640,0.6772,0.5261,0.6312,0.337,0.06629,0.04634,0
265/299,17.7G,0.02591,0.005115,0,0.03103,30,640,0.6555,0.5416,0.6227,0.3357,0.06635,0.04671,0
266/299,17.7G,0.02726,0.005459,0,0.03272,47,640,0.8131,0.4545,0.6176,0.3347,0.06639,0.04703,0
267/299,17.7G,0.02838,0.00536,0,0.03374,58,640,0.7808,0.465,0.6218,0.3374,0.06621,0.04705,0
268/299,17.7G,0.0256,0.005346,0,0.03095,46,640,0.6091,0.5783,0.6289,0.3384,0.06599,0.04637,0
269/299,17.7G,0.02682,0.004939,0,0.03176,28,640,0.5949,0.5977,0.6337,0.3426,0.06597,0.04644,0
270/299,17.7G,0.02682,0.005314,0,0.03214,56,640,0.6267,0.5571,0.6377,0.3442,0.0667,0.0467,0
271/299,17.7G,0.02556,0.005173,0,0.03073,53,640,0.6374,0.5627,0.638,0.345,0.06724,0.04682,0
272/299,17.7G,0.02677,0.005,0,0.03177,35,640,0.6162,0.5606,0.6179,0.3362,0.06756,0.04753,0
273/299,17.7G,0.02757,0.00492,0,0.03249,34,640,0.6067,0.558,0.6072,0.3286,0.0671,0.04886,0
274/299,17.7G,0.02512,0.005137,0,0.03026,46,640,0.6415,0.5155,0.5973,0.3266,0.06634,0.04979,0
275/299,17.7G,0.02748,0.005324,0,0.0328,40,640,0.6535,0.5222,0.6064,0.3322,0.06614,0.04978,0
276/299,17.7G,0.02737,0.005284,0,0.03265,52,640,0.646,0.5399,0.6107,0.3284,0.06671,0.04961,0
277/299,17.7G,0.02668,0.0053,0,0.03198,60,640,0.6258,0.5542,0.61,0.3278,0.06636,0.0493,0
278/299,17.7G,0.0278,0.005315,0,0.03312,60,640,0.6236,0.5527,0.6094,0.3289,0.06586,0.04914,0
279/299,17.7G,0.02635,0.005327,0,0.03168,35,640,0.6559,0.5387,0.6287,0.3363,0.06556,0.04809,0
280/299,17.7G,0.02868,0.005195,0,0.03388,38,640,0.6525,0.5429,0.6423,0.3414,0.06579,0.04665,0
281/299,17.7G,0.02595,0.005122,0,0.03107,34,640,0.6376,0.5861,0.6451,0.3471,0.06565,0.04626,0
282/299,17.7G,0.02663,0.004939,0,0.03157,32,640,0.6383,0.589,0.6469,0.3507,0.06606,0.04581,0
283/299,17.7G,0.02613,0.00508,0,0.03121,47,640,0.7896,0.501,0.6629,0.3619,0.06593,0.04532,0
284/299,17.7G,0.02731,0.005333,0,0.03265,49,640,0.7925,0.5068,0.6604,0.3599,0.06541,0.0461,0
285/299,17.7G,0.02726,0.005164,0,0.03242,49,640,0.7856,0.5211,0.6613,0.3587,0.06562,0.04625,0
286/299,17.7G,0.02518,0.00508,0,0.03025,52,640,0.7326,0.5571,0.6597,0.3576,0.06572,0.04609,0
287/299,17.7G,0.02406,0.004869,0,0.02893,44,640,0.7498,0.5493,0.6496,0.3499,0.06573,0.04676,0
288/299,17.7G,0.02705,0.005194,0,0.03225,53,640,0.7284,0.5474,0.6417,0.3429,0.06573,0.04751,0
289/299,17.7G,0.02516,0.005034,0,0.0302,33,640,0.7314,0.5424,0.6398,0.3357,0.066,0.04755,0
290/299,17.7G,0.02488,0.004918,0,0.0298,43,640,0.7175,0.5406,0.6341,0.3388,0.06593,0.04763,0
291/299,17.7G,0.02646,0.005085,0,0.03154,44,640,0.7057,0.5356,0.6318,0.3413,0.06563,0.04814,0
292/299,17.7G,0.02555,0.004899,0,0.03045,44,640,0.6872,0.5484,0.6387,0.34,0.06558,0.04815,0
293/299,17.7G,0.0282,0.005172,0,0.03338,53,640,0.7785,0.4998,0.6385,0.3399,0.06593,0.04785,0
294/299,17.7G,0.02617,0.005045,0,0.03122,51,640,0.7933,0.5019,0.6347,0.3388,0.0661,0.04802,0
295/299,17.7G,0.02603,0.005059,0,0.03109,34,640,0.7941,0.5048,0.635,0.3365,0.06634,0.04812,0
296/299,17.7G,0.02454,0.00509,0,0.02963,45,640,0.7807,0.5096,0.6391,0.338,0.06632,0.0478,0
297/299,17.7G,0.02584,0.005223,0,0.03106,49,640,0.82,0.4978,0.6466,0.3424,0.06608,0.04721,0
298/299,17.7G,0.02548,0.005172,0,0.03065,42,640,0.8021,0.5029,0.6553,0.3494,0.06604,0.04647,0
299/299,17.7G,0.02599,0.005203,0,0.03119,40,640,0.7886,0.498,0.6554,0.3536,0.0656,0.04651,0
