                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6977,                 3.7206,                 4.2485,                0.00279,                0.29245,                0.00702,                0.00233,                 3.5219,                 4.1344,                 4.1596,                0.00054,                0.00054,                0.00054
                      2,                 3.0867,                 3.0076,                 3.6694,                0.00266,                 0.2783,                0.00759,                0.00271,                 3.6817,                 3.8568,                 4.3263,              0.0010964,              0.0010964,              0.0010964
                      3,                 2.7786,                 2.6839,                 3.1357,                0.01577,                0.05896,                0.00583,                0.00236,                 3.7667,                 95.846,                 17.826,               0.001649,               0.001649,               0.001649
                      4,                 2.6164,                 2.4833,                 2.8927,                0.04328,                0.26179,                0.02845,                0.01047,                 3.1886,                 24.158,                 8.2067,              0.0019802,              0.0019802,              0.0019802
                      5,                 2.4294,                 2.3075,                 2.7115,                0.08254,                0.25943,                0.05277,                0.01353,                 3.5485,                 12.257,                  7.168,              0.0019802,              0.0019802,              0.0019802
                      6,                 2.2789,                 2.1439,                 2.5732,                0.31377,                0.34906,                 0.2513,                0.12221,                 2.1495,                 5.5806,                 2.9186,              0.0019736,              0.0019736,              0.0019736
                      7,                  2.192,                 2.0473,                 2.4883,                0.15656,                0.35377,                 0.1479,                0.06122,                 2.1286,                  3.824,                 2.7395,               0.001967,               0.001967,               0.001967
                      8,                 2.1503,                 2.0255,                 2.4502,                0.42662,                0.45283,                0.40551,                0.19066,                  2.106,                 2.1877,                  2.634,              0.0019604,              0.0019604,              0.0019604
                      9,                 2.0534,                 1.8725,                 2.3501,                0.62962,                0.59434,                0.63617,                0.28617,                 2.0477,                 1.8331,                 2.4134,              0.0019538,              0.0019538,              0.0019538
                     10,                 2.0158,                 1.7454,                  2.281,                0.58678,                0.49764,                0.60093,                0.30265,                 2.0109,                 1.8985,                 2.3668,              0.0019472,              0.0019472,              0.0019472
                     11,                 1.9353,                 1.6789,                 2.2273,                 0.6598,                0.50317,                 0.6357,                0.32446,                 1.8602,                 1.7204,                 2.2739,              0.0019406,              0.0019406,              0.0019406
                     12,                 1.9033,                 1.6317,                 2.2066,                0.76071,                0.53302,                0.66877,                0.34119,                 1.8912,                 1.7435,                 2.2866,               0.001934,               0.001934,               0.001934
                     13,                 1.8446,                 1.5789,                 2.1477,                0.68712,                0.69404,                0.69673,                0.35985,                 1.7671,                 1.6449,                 2.2339,              0.0019274,              0.0019274,              0.0019274
                     14,                 1.7955,                 1.5359,                 2.1006,                0.75371,                0.61349,                0.74069,                0.38299,                   1.75,                 1.5914,                 2.1815,              0.0019208,              0.0019208,              0.0019208
                     15,                 1.7911,                 1.5173,                 2.0873,                0.81164,                0.53774,                0.69393,                0.38143,                  1.756,                 1.8304,                 2.2045,              0.0019142,              0.0019142,              0.0019142
                     16,                 1.7295,                  1.453,                 2.0355,                0.79686,                0.51887,                0.67114,                0.35182,                 1.7904,                 1.7752,                 2.2088,              0.0019076,              0.0019076,              0.0019076
