                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.8008,                 3.9177,                 4.3178,                0.00298,                0.28774,                0.00439,                0.00147,                 3.5079,                 3.9324,                 4.1712,             0.00019278,             0.00019278,             0.00019278
                      2,                 3.5496,                 3.3348,                 3.9778,                0.00189,                0.19811,                0.00201,                 0.0004,                 3.7016,                 4.0585,                 4.3334,              0.0003914,              0.0003914,              0.0003914
                      3,                 3.1182,                  2.923,                 3.6605,                 0.0039,                0.00236,                0.00084,                 0.0005,                    nan,                    nan,                    nan,             0.00058871,             0.00058871,             0.00058871
                      4,                  2.902,                 2.9082,                 3.4837,                 0.0039,                0.00236,                0.00084,                 0.0005,                    nan,                    nan,                    nan,             0.00070693,             0.00070693,             0.00070693
                      5,                 2.7792,                 2.6601,                 3.2117,                0.02324,                0.04009,                0.00392,                0.00149,                    nan,                    nan,                    nan,             0.00070693,             0.00070693,             0.00070693
                      6,                 2.6529,                 2.5006,                 3.0381,                0.00324,                0.33491,                0.00225,                0.00071,                    nan,                    nan,                    nan,             0.00070458,             0.00070458,             0.00070458
                      7,                 2.6054,                 2.4347,                 2.9158,                0.35786,                0.21934,                0.22348,                0.05303,                 2.5968,                 5.9739,                 3.3039,             0.00070222,             0.00070222,             0.00070222
                      8,                  2.535,                 2.2942,                 2.7959,                0.34779,                 0.4427,                0.36385,                0.11826,                 2.3088,                 12.692,                 2.9967,             0.00069986,             0.00069986,             0.00069986
                      9,                 2.4696,                 2.2306,                 2.7362,                0.29163,                0.41038,                0.22855,                0.07141,                 2.3313,                 8.3383,                 3.2241,             0.00069751,             0.00069751,             0.00069751
                     10,                  2.348,                 2.2159,                 2.6611,                 0.3857,                0.34906,                0.26221,                0.09107,                 2.2894,                  2.881,                 2.6883,             0.00069515,             0.00069515,             0.00069515
                     11,                  2.337,                 2.2216,                 2.6273,                0.14987,                0.52972,                0.18938,                0.06511,                 2.2978,                 17.883,                 3.5722,             0.00069279,             0.00069279,             0.00069279
                     12,                 2.2712,                 2.0941,                 2.5351,                0.40452,                0.45047,                0.39681,                0.16584,                 2.1085,                 4.0586,                 2.6924,             0.00069044,             0.00069044,             0.00069044
                     13,                 2.2479,                 2.0019,                 2.5565,                0.48072,                0.38915,                 0.3587,                0.14188,                  2.263,                 2.7104,                 2.7998,             0.00068808,             0.00068808,             0.00068808
                     14,                 2.2375,                 1.9612,                 2.5042,                 0.5161,                0.40566,                0.47536,                0.19161,                 2.1168,                 2.5376,                 2.5437,             0.00068573,             0.00068573,             0.00068573
