                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6747,                 3.7687,                 4.2824,                0.00299,                0.29009,                0.00322,                0.00101,                 3.5143,                 3.9342,                 4.1634,             0.00019278,             0.00019278,             0.00019278
                      2,                  3.278,                 3.0524,                 3.8944,                0.00294,                 0.2783,                0.00581,                0.00171,                 3.5987,                 3.8589,                 4.2207,              0.0003914,              0.0003914,              0.0003914
                      3,                 2.8505,                 2.6359,                  3.502,                0.01306,                0.12736,                0.00639,                0.00188,                 3.4987,                    inf,                 45.768,             0.00058871,             0.00058871,             0.00058871
                      4,                 2.6709,                 2.5394,                 3.2553,                 0.0103,                0.58255,                0.01398,                0.00478,                 2.7314,                    inf,                 184.17,             0.00070693,             0.00070693,             0.00070693
                      5,                 2.5609,                 2.3319,                 3.0357,                0.01589,                0.25708,                0.00882,                 0.0032,                 3.2628,                    inf,                 39.907,             0.00070693,             0.00070693,             0.00070693
                      6,                 2.3936,                 2.1728,                 2.8371,                0.02553,                0.30425,                0.01341,                0.00427,                 3.1678,                 130.52,                 12.423,             0.00070458,             0.00070458,             0.00070458
                      7,                  2.341,                 2.1278,                 2.7523,                0.11391,                0.65566,                0.10163,                0.04313,                 2.2278,                 10.743,                 3.0667,             0.00070222,             0.00070222,             0.00070222
                      8,                 2.2334,                 2.0161,                 2.6184,                0.23098,                0.57547,                0.21128,                 0.0862,                 2.1476,                 4.1394,                 2.8346,             0.00069986,             0.00069986,             0.00069986
                      9,                 2.1856,                  1.903,                 2.5115,                0.24849,                0.48349,                0.21555,                0.09676,                 2.0161,                 3.6423,                 2.7581,             0.00069751,             0.00069751,             0.00069751
                     10,                 2.0211,                 1.8463,                  2.442,                0.24308,                0.56604,                0.20028,                0.09006,                 1.9678,                 4.6355,                  2.589,             0.00069515,             0.00069515,             0.00069515
                     11,                  1.981,                 1.8401,                 2.3905,                0.23906,                0.52358,                0.20996,                0.09411,                 1.9731,                 6.1392,                 2.7914,             0.00069279,             0.00069279,             0.00069279
                     12,                 1.9684,                  1.737,                 2.2963,                0.66718,                0.58962,                0.62016,                0.30274,                 1.8679,                 2.7088,                 2.4689,             0.00069044,             0.00069044,             0.00069044
                     13,                 1.9188,                 1.6907,                 2.2823,                0.24502,                 0.5684,                0.23569,                0.10891,                 1.9697,                  2.969,                 2.4944,             0.00068808,             0.00068808,             0.00068808
                     14,                 1.8156,                 1.6072,                 2.1822,                0.73708,                0.44104,                 0.5968,                0.31547,                 1.7812,                 2.4542,                 2.3965,             0.00068573,             0.00068573,             0.00068573
                     15,                 1.8072,                 1.5962,                 2.1662,                0.66795,                0.58255,                0.59233,                0.27458,                 2.0544,                 1.7681,                 2.5006,             0.00068337,             0.00068337,             0.00068337
                     16,                 1.7897,                 1.4721,                 2.1771,                0.68132,                0.61012,                0.69575,                0.33357,                 1.8137,                 1.7087,                 2.3938,             0.00068101,             0.00068101,             0.00068101
                     17,                 1.7379,                 1.5119,                 2.0779,                0.68596,                0.65942,                0.72568,                0.39692,                 1.6685,                  1.648,                 2.2413,             0.00067866,             0.00067866,             0.00067866
                     18,                 1.7062,                 1.4858,                 2.0782,                0.79755,                0.70755,                0.78265,                0.40884,                 1.7466,                  1.547,                  2.276,              0.0006763,              0.0006763,              0.0006763
                     19,                 1.7003,                 1.4596,                 2.0554,                0.83787,                0.73129,                0.81694,                0.45542,                 1.6026,                  1.478,                  2.157,             0.00067394,             0.00067394,             0.00067394
                     20,                 1.6485,                 1.4226,                 2.0436,                0.70618,                0.70283,                0.70812,                0.40189,                 1.5705,                 1.5178,                 2.1154,             0.00067159,             0.00067159,             0.00067159
                     21,                 1.6098,                 1.3434,                 1.9724,                 0.7135,                0.66371,                0.77054,                0.41981,                 1.5945,                 1.5134,                 2.1379,             0.00066923,             0.00066923,             0.00066923
                     22,                 1.6004,                 1.3607,                 1.9705,                0.86325,                0.69972,                0.81284,                0.48433,                 1.5518,                 1.3504,                 2.1026,             0.00066688,             0.00066688,             0.00066688
                     23,                 1.6038,                 1.3128,                 1.9351,                0.81791,                0.66743,                 0.8008,                0.45585,                 1.5572,                  1.399,                 2.1141,             0.00066452,             0.00066452,             0.00066452
                     24,                  1.625,                 1.3137,                 1.9328,                0.81282,                0.70755,                0.80617,                0.46779,                 1.5173,                 1.3246,                 2.0983,             0.00066216,             0.00066216,             0.00066216
                     25,                 1.5786,                 1.2498,                 1.8936,                0.64433,                 0.6934,                0.70917,                0.40763,                 1.5467,                 1.5043,                 2.1178,             0.00065981,             0.00065981,             0.00065981
                     26,                 1.5835,                 1.2716,                 1.9142,                0.80982,                0.72309,                0.82215,                0.48834,                 1.5113,                 1.2827,                 2.0454,             0.00065745,             0.00065745,             0.00065745
                     27,                  1.572,                 1.2521,                 1.8946,                0.50216,                0.66509,                0.47942,                0.27601,                 1.5292,                 1.9823,                  2.084,             0.00065509,             0.00065509,             0.00065509
                     28,                 1.5132,                 1.1763,                 1.8143,                0.89699,                 0.6934,                 0.8338,                0.47344,                 1.5503,                 1.2277,                 2.0473,             0.00065274,             0.00065274,             0.00065274
                     29,                 1.5027,                 1.2169,                 1.8514,                0.89849,                0.68887,                0.84354,                0.48547,                 1.5055,                 1.2742,                 2.0772,             0.00065038,             0.00065038,             0.00065038
                     30,                 1.5813,                 1.2285,                 1.8884,                0.73381,                0.70755,                0.69845,                0.40161,                 1.4785,                 1.4381,                 2.0126,             0.00064803,             0.00064803,             0.00064803
                     31,                 1.4896,                 1.1965,                 1.8098,                0.83883,                0.81132,                0.88094,                0.54153,                 1.4115,                  1.123,                 1.9581,             0.00064567,             0.00064567,             0.00064567
                     32,                 1.4614,                 1.1471,                 1.8045,                0.76941,                0.75236,                0.78987,                0.43864,                 1.4675,                   1.41,                 1.9924,             0.00064331,             0.00064331,             0.00064331
                     33,                 1.4687,                 1.1583,                 1.8226,                0.78077,                0.80896,                0.82607,                0.52007,                 1.4078,                 1.2397,                 1.9527,             0.00064096,             0.00064096,             0.00064096
                     34,                  1.457,                 1.1067,                  1.792,                0.87081,                0.79481,                0.87356,                0.54703,                 1.4573,                 1.0988,                 1.9639,              0.0006386,              0.0006386,              0.0006386
                     35,                 1.4401,                 1.1051,                 1.8133,                0.81365,                0.81368,                 0.8618,                0.51634,                 1.4395,                 1.1566,                  1.986,             0.00063625,             0.00063625,             0.00063625
                     36,                 1.4271,                 1.0732,                  1.755,                0.80126,                0.78774,                0.84113,                0.51836,                 1.4439,                 1.1623,                 1.9522,             0.00063389,             0.00063389,             0.00063389
                     37,                 1.4051,                 1.0449,                  1.714,                0.88062,                0.78774,                0.87683,                0.53316,                 1.3996,                 1.1047,                 1.9275,             0.00063153,             0.00063153,             0.00063153
                     38,                  1.391,                 1.0568,                 1.7439,                0.82174,                0.78277,                0.83275,                0.52405,                  1.371,                 1.1767,                 1.8924,             0.00062918,             0.00062918,             0.00062918
                     39,                  1.386,                 1.0277,                 1.7125,                0.59457,                0.79717,                0.67564,                0.39796,                 1.3992,                 1.7085,                 1.9322,             0.00062682,             0.00062682,             0.00062682
                     40,                 1.4426,                 1.0783,                 1.7709,                0.87333,                0.76422,                0.87195,                 0.5373,                 1.4118,                 1.2166,                 1.9379,             0.00062446,             0.00062446,             0.00062446
