epoch,taille model,loss box,loss obj,cls,loss ,labels ? ,img-size,P (précision ?),R,mAP50,mAP50-95,?,?
224/299,12.8G,0.02935,0.005437,0,0.03478,43,640,0.6642,0.7136,0.7223,0.3752,0.05793,0.03157,0
225/299,12.8G,0.02823,0.005347,0,0.03358,45,640,0.6793,0.6818,0.7312,0.3801,0.05697,0.03143,0
226/299,12.8G,0.02907,0.005585,0,0.03466,48,640,0.6913,0.7321,0.7555,0.3905,0.05585,0.03109,0
227/299,12.8G,0.02881,0.005138,0,0.03394,44,640,0.7438,0.7131,0.7578,0.3904,0.05579,0.03135,0
228/299,12.8G,0.02736,0.005129,0,0.03249,37,640,0.7533,0.7128,0.7445,0.3816,0.05635,0.03226,0
229/299,12.8G,0.03001,0.004977,0,0.03499,24,640,0.6953,0.7186,0.7343,0.3687,0.05639,0.03252,0
230/299,12.8G,0.028,0.005095,0,0.03309,32,640,0.6894,0.705,0.7397,0.3705,0.05655,0.03213,0
231/299,12.8G,0.03333,0.004932,0,0.03826,26,640,0.6793,0.6896,0.7316,0.3605,0.05603,0.03218,0
232/299,12.8G,0.02748,0.005016,0,0.0325,37,640,0.7468,0.6267,0.7301,0.3648,0.05633,0.03173,0
233/299,12.8G,0.02554,0.005624,0,0.03117,67,640,0.7586,0.6161,0.7271,0.3659,0.05601,0.03228,0
234/299,12.8G,0.02684,0.005391,0,0.03223,60,640,0.7547,0.5861,0.7014,0.3524,0.0563,0.03257,0
235/299,12.8G,0.0293,0.005404,0,0.0347,49,640,0.6879,0.5309,0.662,0.3145,0.05765,0.03243,0
236/299,12.8G,0.03054,0.005605,0,0.03615,52,640,0.7673,0.5145,0.6709,0.3331,0.05911,0.0314,0
237/299,12.8G,0.03189,0.005395,0,0.03729,45,640,0.7792,0.5154,0.6765,0.3496,0.05826,0.032,0
238/299,12.8G,0.03037,0.005381,0,0.03575,63,640,0.7915,0.5116,0.6795,0.3622,0.0568,0.03194,0
239/299,12.8G,0.03104,0.005515,0,0.03655,52,640,0.6696,0.6918,0.723,0.3858,0.05604,0.03125,0
240/299,12.8G,0.02943,0.005267,0,0.0347,29,640,0.6893,0.7031,0.7398,0.388,0.05579,0.03121,0
241/299,12.8G,0.02899,0.005299,0,0.03429,38,640,0.6846,0.6828,0.7299,0.3758,0.0565,0.03066,0
242/299,12.8G,0.0281,0.005179,0,0.03328,44,640,0.6632,0.6876,0.716,0.3786,0.05555,0.0317,0
243/299,12.8G,0.02735,0.005166,0,0.03251,52,640,0.6435,0.6896,0.7163,0.3816,0.05539,0.0317,0
244/299,12.8G,0.02751,0.005497,0,0.033,69,640,0.784,0.5899,0.7247,0.3835,0.05573,0.03102,0
245/299,12.8G,0.02808,0.005335,0,0.03341,48,640,0.7929,0.618,0.7431,0.3831,0.05607,0.03051,0
246/299,12.8G,0.02941,0.005052,0,0.03446,41,640,0.768,0.648,0.7448,0.3869,0.05597,0.03118,0
247/299,12.8G,0.02865,0.005445,0,0.03409,43,640,0.7674,0.6257,0.7448,0.392,0.05606,0.03097,0
248/299,12.8G,0.02729,0.005182,0,0.03248,32,640,0.7316,0.6431,0.7272,0.3762,0.05553,0.03185,0
249/299,12.8G,0.02746,0.005011,0,0.03247,43,640,0.6888,0.6358,0.6968,0.3602,0.05555,0.03323,0
250/299,12.8G,0.02961,0.00513,0,0.03474,43,640,0.6836,0.6625,0.7111,0.3749,0.05648,0.03327,0
251/299,12.8G,0.02835,0.005438,0,0.03379,61,640,0.7183,0.6634,0.721,0.3876,0.05712,0.03356,0
252/299,12.8G,0.02545,0.004998,0,0.03045,36,640,0.7128,0.675,0.7257,0.3965,0.05754,0.03261,0
253/299,12.8G,0.02803,0.00559,0,0.03362,83,640,0.6659,0.6886,0.7271,0.387,0.05751,0.03226,0
254/299,12.8G,0.02697,0.005264,0,0.03223,52,640,0.6363,0.7108,0.7485,0.3926,0.05703,0.03172,0
255/299,12.8G,0.02768,0.005529,0,0.03321,55,640,0.6467,0.7027,0.7539,0.388,0.05755,0.03121,0
256/299,12.8G,0.02686,0.004934,0,0.03179,26,640,0.8265,0.6141,0.7454,0.3912,0.05682,0.03171,0
257/299,12.8G,0.03057,0.005085,0,0.03565,55,640,0.8076,0.6015,0.7309,0.3826,0.05617,0.03279,0
258/299,12.8G,0.02704,0.005152,0,0.03219,39,640,0.6438,0.7166,0.7089,0.3756,0.05682,0.03236,0
259/299,12.8G,0.02803,0.005288,0,0.03331,48,640,0.685,0.6992,0.7197,0.3794,0.05775,0.03245,0
260/299,12.8G,0.02867,0.005467,0,0.03414,51,640,0.6925,0.662,0.7168,0.3805,0.05755,0.03312,0
261/299,12.8G,0.0289,0.005164,0,0.03406,36,640,0.6661,0.6538,0.7102,0.3759,0.05726,0.03311,0
262/299,12.8G,0.02653,0.005181,0,0.03171,51,640,0.7994,0.613,0.7295,0.3826,0.05722,0.03222,0
263/299,12.8G,0.02915,0.005118,0,0.03427,44,640,0.7211,0.6509,0.7131,0.3839,0.0568,0.03289,0
264/299,12.8G,0.02957,0.00509,0,0.03466,46,640,0.7156,0.6315,0.6874,0.3676,0.05592,0.03399,0
265/299,12.8G,0.0266,0.005251,0,0.03185,42,640,0.6687,0.5745,0.664,0.3497,0.05543,0.03435,0
266/299,12.8G,0.02642,0.005213,0,0.03163,54,640,0.6728,0.6054,0.6823,0.3469,0.05563,0.03364,0
267/299,12.8G,0.02915,0.005017,0,0.03417,26,640,0.6338,0.7089,0.7044,0.3545,0.05608,0.03233,0
268/299,12.8G,0.02856,0.005219,0,0.03378,57,640,0.7052,0.6296,0.7016,0.3478,0.05573,0.03288,0
269/299,12.8G,0.02776,0.004915,0,0.03267,45,640,0.7175,0.6264,0.7018,0.3634,0.05514,0.03318,0
270/299,12.8G,0.02585,0.005037,0,0.03088,50,640,0.7305,0.6421,0.7204,0.3711,0.05611,0.03261,0
271/299,12.8G,0.02812,0.005285,0,0.03341,53,640,0.7739,0.6189,0.7274,0.3793,0.05648,0.03248,0
272/299,12.8G,0.02749,0.005267,0,0.03276,27,640,0.7847,0.6064,0.7192,0.3828,0.05581,0.03279,0
273/299,12.8G,0.02946,0.005029,0,0.03449,30,640,0.7693,0.6545,0.7423,0.3945,0.05685,0.03205,0
274/299,12.8G,0.02799,0.004912,0,0.0329,38,640,0.7789,0.6934,0.7604,0.3994,0.05832,0.03127,0
275/299,12.8G,0.02523,0.005386,0,0.03062,41,640,0.7556,0.7166,0.7736,0.4046,0.05796,0.03128,0
276/299,12.8G,0.02956,0.004853,0,0.03442,45,640,0.7309,0.7092,0.7694,0.3929,0.05807,0.03117,0
277/299,12.8G,0.0284,0.004867,0,0.03327,44,640,0.677,0.6876,0.751,0.3745,0.05817,0.03151,0
278/299,12.8G,0.0286,0.005215,0,0.03381,45,640,0.6572,0.6963,0.7291,0.3698,0.05701,0.03271,0
279/299,12.8G,0.02797,0.005264,0,0.03323,52,640,0.7627,0.6567,0.7315,0.377,0.05718,0.03299,0
280/299,12.8G,0.02495,0.005001,0,0.02995,42,640,0.7266,0.6122,0.706,0.3656,0.05766,0.03372,0
281/299,12.8G,0.02821,0.005034,0,0.03324,24,640,0.6366,0.6799,0.7002,0.3592,0.05843,0.03335,0
282/299,12.8G,0.02649,0.004873,0,0.03137,36,640,0.6392,0.6828,0.713,0.3666,0.05938,0.03241,0
283/299,12.8G,0.02594,0.005159,0,0.03109,60,640,0.6367,0.7282,0.7289,0.3641,0.05946,0.0321,0
284/299,12.8G,0.02697,0.004917,0,0.03189,42,640,0.771,0.6654,0.754,0.3787,0.05896,0.03187,0
285/299,12.8G,0.02646,0.004975,0,0.03144,32,640,0.7579,0.6662,0.742,0.3729,0.0592,0.03229,0
286/299,12.8G,0.02768,0.004869,0,0.03255,45,640,0.7549,0.6441,0.7325,0.3755,0.05925,0.03278,0
287/299,12.8G,0.02676,0.005007,0,0.03177,38,640,0.6988,0.6779,0.7238,0.3753,0.05994,0.03248,0
288/299,12.8G,0.02452,0.005171,0,0.02969,51,640,0.6272,0.68,0.6946,0.3665,0.05919,0.03322,0
289/299,12.8G,0.02764,0.005091,0,0.03273,46,640,0.66,0.6757,0.7097,0.3747,0.05893,0.03266,0
290/299,12.8G,0.02548,0.005172,0,0.03065,38,640,0.6539,0.6983,0.7214,0.3852,0.05806,0.03234,0
291/299,12.8G,0.02499,0.004925,0,0.02992,46,640,0.7689,0.618,0.7126,0.3783,0.05802,0.03244,0
292/299,12.8G,0.02704,0.005176,0,0.03221,39,640,0.776,0.6277,0.712,0.3816,0.05735,0.0328,0
293/299,12.8G,0.02669,0.005078,0,0.03176,56,640,0.8393,0.6015,0.7369,0.3828,0.05675,0.03267,0
294/299,12.8G,0.02691,0.004866,0,0.03177,39,640,0.8667,0.5973,0.75,0.3903,0.05636,0.03282,0
295/299,12.8G,0.02615,0.005028,0,0.03118,51,640,0.8599,0.5996,0.7475,0.389,0.05616,0.03289,0
296/299,12.8G,0.0263,0.004879,0,0.03118,49,640,0.8395,0.6064,0.7426,0.3903,0.05583,0.03302,0
297/299,12.8G,0.02451,0.005004,0,0.02952,45,640,0.8238,0.6431,0.7577,0.3995,0.0564,0.03275,0
298/299,12.8G,0.02635,0.00522,0,0.03157,58,640,0.8295,0.6228,0.7577,0.4018,0.05644,0.03298,0
299/299,12.8G,0.02616,0.005043,0,0.0312,49,640,0.7841,0.6322,0.7507,0.3901,0.05635,0.03371,0
